feature	r2_score	p_value	cell_count_coef	plate_coef	Null_coef	WT_coef	corrected_p_value	critical_threshold	neg_log_p	compartment
Cytoplasm_Intensity_MaxIntensityEdge_RFP	0.0041062181249255	0.0753599505618121	0.0045262376910301	-0.0756843357731082	-0.0251370088643017	0.0251370088643013	0.0966772404444904	0.0496009624900629	1.0146757545907688	actin
Cytoplasm_Intensity_MaxIntensity_RFP	0.0006338886393454	0.8601030189140192	0.000867179392635	-0.0101453541758644	0.0131088137209483	-0.0131088137209483	0.90794788892552	0.0496009624900629	0.0419390768110094	actin
Cytoplasm_Intensity_MeanIntensityEdge_RFP	0.0215595384756238	4.088002825142212e-09	0.0109928339234933	-0.1900924928704129	-0.0868924366320079	0.0868924366320068	1.03854951422103e-08	0.0496009624900629	7.9835727930717315	actin
Cytoplasm_Intensity_MeanIntensity_RFP	0.0131344051062545	1.7591094030544596e-05	0.0077512073248387	-0.1269587121176591	-0.0321353408029062	0.0321353408029054	3.564268790482073e-05	0.0496009624900629	4.448029552160014	actin
Cytoplasm_Intensity_MedianIntensity_RFP	0.0124893630682384	3.2914871870848295e-05	0.0077828123652436	-0.1292338032851874	-0.0394998358868462	0.0394998358868455	6.543521616790217e-05	0.0496009624900629	4.184188458539435	actin
Cytoplasm_Intensity_MinIntensityEdge_RFP	0.0334153258585635	2.1871393585115584e-14	0.0141534714020136	-0.2528387414662714	-0.1451786615535209	0.1451786615535193	7.468437633035057e-14	0.0496009624900629	13.126770241333093	actin
Cytoplasm_Intensity_MinIntensity_RFP	0.0459096749019718	1.1102230246251563e-16	0.0139862277294537	-0.2254965389048376	-0.0432211944325902	0.0432211944325889	4.0280279112181464e-16	0.0496009624900629	15.394907528772336	actin
Cytoplasm_Intensity_StdIntensityEdge_RFP	0.0093846222373806	0.0006432341403108	0.0055073526540247	-0.0837429900493568	0.003769261377484	-0.0037692613774845	0.0010854576117745	0.0496009624900629	2.964387131520325	actin
Cytoplasm_Intensity_StdIntensity_RFP	0.0127078278707797	2.6629636778685573e-05	0.0053962153571932	-0.0760381255555585	0.0284503887020656	-0.0284503887020659	5.339725095000682e-05	0.0496009624900629	4.272481101173216	actin
Cytoplasm_Intensity_UpperQuartileIntensity_RFP	0.0123650362768117	3.712815934120428e-05	0.0074269157328729	-0.1209599647446009	-0.0279627913135012	0.0279627913135005	7.293704398500536e-05	0.0496009624900629	4.137051841886167	actin
Cytoplasm_Location_CenterMassIntensity_X_RFP	0.0007866405503756	0.804708211979182	0.0017169009877283	-0.0269326316982328	-0.0022247178774269	0.0022247178774267	0.8756009691732242	0.0496009624900629	0.057693766397904	actin
Cytoplasm_Location_CenterMassIntensity_Y_RFP	0.000656748031542	0.8520359307733876	0.0018676072589494	-0.0362763848469504	-0.0311478870516149	0.0311478870516147	0.905989610177744	0.0496009624900629	0.0428767827518256	actin
Cytoplasm_Location_MaxIntensity_X_RFP	0.0006511994566603	0.854002759221398	0.0017044759477919	-0.0277609512892808	-0.006420169001206	0.0064201690012059	0.905989610177744	0.0496009624900629	0.0428767827518256	actin
Cytoplasm_Location_MaxIntensity_Y_RFP	0.0005174445711179	0.8994334515678626	0.0017716198893725	-0.0322825850893986	-0.020782759203354	0.0207827592033538	0.9365401231123665	0.0496009624900629	0.0284736119107115	actin
Cytoplasm_RadialDistribution_FracAtD_RFP_1of4	0.0033651275081684	0.1385223330158672	0.0029849522202331	-0.0434724530061837	0.0099280259285686	-0.0099280259285688	0.172188895750987	0.0496009624900629	0.7639948590935584	actin
Cytoplasm_RadialDistribution_FracAtD_RFP_2of4	0.002975672842688	0.1885793123074293	0.0030269409493874	-0.0455550859462327	0.0040126553094279	-0.0040126553094281	0.2321745297867714	0.0496009624900629	0.6341854253372343	actin
Cytoplasm_RadialDistribution_FracAtD_RFP_3of4	0.0016069979523801	0.5063546830315826	0.0026992343448554	-0.0441222182551672	-0.0108237713132133	0.010823771313213	0.5861194287135268	0.0496009624900629	0.2320138823665032	actin
Cytoplasm_RadialDistribution_FracAtD_RFP_4of4	0.0021831595011518	0.3417661919858089	-0.0029029977041593	0.0458248976215361	0.0049397765203576	-0.0049397765203573	0.405301888555183	0.0496009624900629	0.3922213726037699	actin
Cytoplasm_RadialDistribution_MeanFrac_RFP_1of4	0.0041730961569144	0.0712474758032654	0.0042402008201553	-0.0685295849438199	-0.0137860330167952	0.0137860330167948	0.091807235746494	0.0496009624900629	1.037123088723198	actin
Cytoplasm_RadialDistribution_MeanFrac_RFP_2of4	0.0084713135521656	0.0015159805127747	0.0061519844039941	-0.1002295009106718	-0.0233023869662074	0.0233023869662069	0.002485951095101	0.0496009624900629	2.604507419273082	actin
Cytoplasm_RadialDistribution_MeanFrac_RFP_3of4	0.0075221400003641	0.003655092389363	0.0049933179932158	-0.0763330785476995	0.0017450207236831	-0.0017450207236835	0.0057578863827007	0.0496009624900629	2.239736909074633	actin
Cytoplasm_RadialDistribution_MeanFrac_RFP_4of4	0.0121196455642041	4.707829976413613e-05	-0.0072206643421422	0.1166612137912706	0.023318917228897	-0.0233189172288963	9.049322189761929e-05	0.0496009624900629	4.043383949001458	actin
Cytoplasm_RadialDistribution_RadialCV_RFP_1of4	0.0026260879754109	0.2466609527386866	0.0004574287005823	-0.0210658753236876	-0.0577644151212342	0.0577644151212339	0.2973762888157997	0.0496009624900629	0.5266936627373521	actin
Cytoplasm_RadialDistribution_RadialCV_RFP_2of4	0.0012068486611087	0.646422970814643	-0.0016614681402573	0.0234019291216489	-0.008800216418893	0.0088002164188931	0.7343415549078283	0.0496009624900629	0.1341018952478129	actin
Cytoplasm_RadialDistribution_RadialCV_RFP_3of4	0.0013550008166336	0.5925396420711423	-0.0026668115339786	0.0451915210880772	0.0172763571460721	-0.0172763571460718	0.6771048468942875	0.0496009624900629	0.1693440773975106	actin
Cytoplasm_RadialDistribution_RadialCV_RFP_4of4	0.0127380083940388	2.586076535893156e-05	0.0005067883890415	0.0189556314604897	0.1100848830106401	-0.1100848830106398	5.203526617282416e-05	0.0496009624900629	4.283702219576496	actin
Cytoplasm_Texture_AngularSecondMoment_RFP_3_00_256	0.0056998031373336	0.0190106584504488	-0.0052480351752299	0.1041003450046695	0.096427527881142	-0.0964275278811413	0.0268835255310244	0.0496009624900629	1.5705137780933194	actin
Cytoplasm_Texture_AngularSecondMoment_RFP_3_01_256	0.0058855139846075	0.0161185542196214	-0.0051511656067007	0.1035428680412538	0.1002619311701623	-0.1002619311701616	0.0231891467769275	0.0496009624900629	1.6347152305292885	actin
Cytoplasm_Texture_AngularSecondMoment_RFP_3_02_256	0.0066992731388415	0.007754275971758	-0.0053112823906291	0.1080574927334363	0.1087132709422475	-0.1087132709422467	0.011783657595826	0.0496009624900629	1.9287198855140173	actin
Cytoplasm_Texture_AngularSecondMoment_RFP_3_03_256	0.0047098663319654	0.0451420877274879	-0.0042691223949513	0.0880840593671923	0.0924412958027217	-0.0924412958027211	0.0597218035092884	0.0496009624900629	1.223867085704123	actin
Cytoplasm_Texture_Contrast_RFP_3_00_256	0.0108099990497549	0.0001659423409569	0.0052649060725507	-0.0761300086281289	0.0197642510736147	-0.019764251073615	0.0003003491050689	0.0496009624900629	3.5223736577542737	actin
Cytoplasm_Texture_Contrast_RFP_3_01_256	0.0101275248352172	0.0003182036719878	0.0041393361461663	-0.0540134368490686	0.0395799103106155	-0.0395799103106157	0.0005614505519421	0.0496009624900629	3.2506884868901844	actin
Cytoplasm_Texture_Contrast_RFP_3_02_256	0.0094860165544985	0.000584508231353	0.0032303225432609	-0.0367902806217319	0.0529560830667666	-0.0529560830667667	0.000993578413764	0.0496009624900629	3.0027978524382077	actin
Cytoplasm_Texture_Contrast_RFP_3_03_256	0.0113639288331967	9.755002624434184e-05	0.0046752438378403	-0.0631143960529715	0.036027801191574	-0.0360278011915742	0.0001794858644527	0.0496009624900629	3.7459697489347232	actin
Cytoplasm_Texture_Correlation_RFP_3_00_256	0.0014710614494708	0.5518920123455003	-0.0017555195523293	0.024210888924264	-0.0114212252189092	0.0114212252189093	0.6350313442350107	0.0496009624900629	0.1972048380271594	actin
Cytoplasm_Texture_Correlation_RFP_3_01_256	0.0036858884535249	0.1067717390132266	-0.0039652654240318	0.063947222237492	0.0123204727724432	-0.0123204727724429	0.1344490119244644	0.0496009624900629	0.8714423850905837	actin
Cytoplasm_Texture_Correlation_RFP_3_02_256	0.0013894987860894	0.5802999147647814	-0.0028787015808694	0.0536378847701312	0.0386348171718561	-0.0386348171718557	0.6644262337691431	0.0496009624900629	0.1775532284839559	actin
Cytoplasm_Texture_Correlation_RFP_3_03_256	0.006095704610984	0.0133599565399191	-0.0042403560800797	0.0632321582100238	-0.0080277053616587	0.008027705361659	0.0194372300035666	0.0496009624900629	1.7113656262349033	actin
Cytoplasm_Texture_DifferenceEntropy_RFP_3_00_256	0.011989849186179	5.336922419707513e-05	0.0070659112723833	-0.1133561534587561	-0.0195067146270313	0.0195067146270307	0.0001010793952574	0.0496009624900629	3.995337365061848	actin
Cytoplasm_Texture_DifferenceEntropy_RFP_3_01_256	0.0117275975085582	6.873683900254779e-05	0.0073688133894119	-0.1210302570403868	-0.0319282517770216	0.0319282517770209	0.0001287152743257	0.0496009624900629	3.890369913377092	actin
Cytoplasm_Texture_DifferenceEntropy_RFP_3_02_256	0.0110131035573778	0.0001366094546491	0.0072992669158253	-0.1211315623968446	-0.036745431574842	0.0367454315748413	0.0002497694123584	0.0496009624900629	3.6024607479367208	actin
Cytoplasm_Texture_DifferenceEntropy_RFP_3_03_256	0.0127772886991228	2.489300528341065e-05	0.00740794364871	-0.1196443374752259	-0.0237481080545137	0.023748108054513	5.01749637743746e-05	0.0496009624900629	4.299512932394935	actin
Cytoplasm_Texture_DifferenceVariance_RFP_3_00_256	0.0051343575130285	0.0312582491689709	-0.0043863119611794	0.0909703306211169	0.0969064324943803	-0.0969064324943796	0.0426950909237355	0.0496009624900629	1.3696220572301483	actin
Cytoplasm_Texture_DifferenceVariance_RFP_3_01_256	0.0061567845308748	0.0126484920237794	-0.0049813075072532	0.1020956662536104	0.1050522682387411	-0.1050522682387403	0.0184948353143677	0.0496009624900629	1.7329495314683367	actin
Cytoplasm_Texture_DifferenceVariance_RFP_3_02_256	0.0059907579919536	0.0146743846186245	-0.0045925292900224	0.096186135886013	0.1053270064384216	-0.1053270064384209	0.0212166382842131	0.0496009624900629	1.6733234277049074	actin
Cytoplasm_Texture_DifferenceVariance_RFP_3_03_256	0.0057275395178939	0.0185487579912192	-0.0043367405422628	0.0918070128377864	0.103486558953606	-0.1034865589536053	0.0262943931963437	0.0496009624900629	1.5801368470798556	actin
Cytoplasm_Texture_Entropy_RFP_3_00_256	0.0054919365583776	0.0228454590167244	0.0055829654243386	-0.0969817289910546	-0.0459366271698234	0.0459366271698228	0.0319561179739964	0.0496009624900629	1.4954459842038492	actin
Cytoplasm_Texture_Entropy_RFP_3_01_256	0.0051074853094453	0.0319990462338896	0.0054647197915444	-0.0961348665982493	-0.0499324018495371	0.0499324018495365	0.0435532153312377	0.0496009624900629	1.3609797775319112	actin
Cytoplasm_Texture_Entropy_RFP_3_02_256	0.0053309391906332	0.026320130971104	0.0056118657859181	-0.0992612166464822	-0.0534903432628808	0.0534903432628802	0.0364650024551931	0.0496009624900629	1.4381237528598807	actin
Cytoplasm_Texture_Entropy_RFP_3_03_256	0.0048444190576532	0.0402015041440013	0.0053096998216589	-0.0931999933767188	-0.047660755694203	0.0476607556942025	0.053648214150788	0.0496009624900629	1.270444730312513	actin
Cytoplasm_Texture_InfoMeas1_RFP_3_00_256	0.0056543542143704	0.019791751741879	0.0054223135236032	-0.1058645972006642	-0.0926624831295213	0.0926624831295206	0.0279540435186394	0.0496009624900629	1.553555363061308	actin
Cytoplasm_Texture_InfoMeas1_RFP_3_01_256	0.0054127026383049	0.0244960992412995	0.0024254869814267	-0.0608495674613365	-0.0969926382264956	0.0969926382264951	0.0341416221118233	0.0496009624900629	1.4667158488487488	actin
Cytoplasm_Texture_InfoMeas1_RFP_3_02_256	0.0087035403098415	0.0012201552641215	0.0045023475109336	-0.1003189187540416	-0.1280431223209654	0.1280431223209646	0.0020208277626892	0.0496009624900629	2.6944707002903776	actin
Cytoplasm_Texture_InfoMeas1_RFP_3_03_256	0.00618477118485	0.0123349628499718	0.0038648459219409	-0.0856528997386175	-0.1080133915760634	0.1080133915760627	0.0181047937658878	0.0496009624900629	1.74220641792496	actin
Cytoplasm_Texture_InfoMeas2_RFP_3_00_256	4.1326536445174256e-05	0.9991176341206378	-0.0003276160333626	0.0047508835328603	-0.0011739267209234	0.0011739267209235	0.9999998395215052	0.0496009624900629	6.969493040761916e-08	actin
Cytoplasm_Texture_InfoMeas2_RFP_3_01_256	0.0008432187421111	0.783539582879089	-0.0007455234593542	0.0204362865385266	0.036945277429544	-0.0369452774295439	0.8705162255718873	0.0496009624900629	0.0602231296464036	actin
Cytoplasm_Texture_InfoMeas2_RFP_3_02_256	0.001067512498067	0.6985924428334038	-0.0017385364926236	0.0376324609422172	0.044895741866098	-0.0448957418660977	0.7843981615929851	0.0496009624900629	0.1054634328662597	actin
Cytoplasm_Texture_InfoMeas2_RFP_3_03_256	0.0007872386429159	0.8044857565851847	-0.0019521702322598	0.0387090841355214	0.0358104345534078	-0.0358104345534075	0.8756009691732242	0.0496009624900629	0.057693766397904	actin
Cytoplasm_Texture_InverseDifferenceMoment_RFP_3_00_256	0.0151450117860311	2.4571587040611576e-06	-0.0088314109816782	0.1488856013465046	0.0540406057235833	-0.0540406057235824	5.244046425395228e-06	0.0496009624900629	5.280333472168125	actin
Cytoplasm_Texture_InverseDifferenceMoment_RFP_3_01_256	0.0181478675882106	1.253112146271107e-07	-0.0100499136649331	0.1733631141503374	0.0776939023529317	-0.0776939023529306	2.927290144508562e-07	0.0496009624900629	6.533534229423387	actin
Cytoplasm_Texture_InverseDifferenceMoment_RFP_3_02_256	0.0168787288982276	4.428678394008401e-07	-0.0098699278261572	0.1726053421611286	0.0859626774039976	-0.0859626774039965	1.002279847065059e-06	0.0496009624900629	5.999011001954319	actin
Cytoplasm_Texture_InverseDifferenceMoment_RFP_3_03_256	0.0159261762281378	1.1372888951699522e-06	-0.00932431393329	0.1598423402751841	0.0679519157592349	-0.0679519157592339	2.4726449574762445e-06	0.0496009624900629	5.606838238704826	actin
Cytoplasm_Texture_SumAverage_RFP_3_00_256	0.0140586818378365	7.1368272702709845e-06	0.0079308600023672	-0.1292523934558939	-0.030209362720912	0.0302093627209113	1.4902619533785276e-05	0.0496009624900629	4.826737386012147	actin
Cytoplasm_Texture_SumAverage_RFP_3_01_256	0.014056066129983	7.155119955526423e-06	0.0079185942114979	-0.1289685017533989	-0.0298169380493543	0.0298169380493535	1.4913993300477876e-05	0.0496009624900629	4.826406056334957	actin
Cytoplasm_Texture_SumAverage_RFP_3_02_256	0.0138283661714282	8.93987377359462e-06	0.0078785936756199	-0.1284954653697977	-0.0304007845239939	0.0304007845239931	1.84683157493654e-05	0.0496009624900629	4.7335727090053	actin
Cytoplasm_Texture_SumAverage_RFP_3_03_256	0.0139490235737277	7.945080699678364e-06	0.0078914042171246	-0.1285476609304366	-0.0298050942779891	0.0298050942779884	1.6501321453178143e-05	0.0496009624900629	4.782481275371347	actin
Cytoplasm_Texture_SumEntropy_RFP_3_00_256	0.0041206300873222	0.0744552274471525	0.0049062056793909	-0.0862707650646675	-0.044669551720725	0.0446695517207244	0.0956222556041416	0.0496009624900629	1.0194410160796952	actin
Cytoplasm_Texture_SumEntropy_RFP_3_01_256	0.0036681301714631	0.1083362271845018	0.0046007829638986	-0.0804530162006923	-0.0400481463093707	0.0400481463093702	0.1361237659753318	0.0496009624900629	0.8660660442979362	actin
Cytoplasm_Texture_SumEntropy_RFP_3_02_256	0.0037387066838654	0.1022418246401055	0.0046444280827755	-0.0812101949822949	-0.040403221066766	0.0404032210667654	0.1293058370448394	0.0496009624900629	0.8883818700217956	actin
Cytoplasm_Texture_SumEntropy_RFP_3_03_256	0.0032284038239736	0.1545237430687296	0.0043694185359987	-0.0773310646267303	-0.0418368177529276	0.0418368177529271	0.1910565129955219	0.0496009624900629	0.7188381528993963	actin
Cytoplasm_Texture_SumVariance_RFP_3_00_256	0.0124181776739203	3.526543952991901e-05	0.0050936952552629	-0.0702021962285706	0.0333302725519714	-0.0333302725519716	6.951303105982337e-05	0.0496009624900629	4.157933774015818	actin
Cytoplasm_Texture_SumVariance_RFP_3_01_256	0.0128434008508306	2.3344738837804968e-05	0.0053530247014586	-0.0749551089929448	0.0301753476512537	-0.0301753476512541	4.721819127298183e-05	0.0496009624900629	4.325890652903374	actin
Cytoplasm_Texture_SumVariance_RFP_3_02_256	0.0127157022980183	2.6426867706486057e-05	0.0053737740400102	-0.0755623768025477	0.0289886797686186	-0.0289886797686189	5.308234153500054e-05	0.0496009624900629	4.275049928058905	actin
Cytoplasm_Texture_SumVariance_RFP_3_03_256	0.0123200177764867	3.878235741427982e-05	0.0050696217258255	-0.0698440418360333	0.0332812815053644	-0.0332812815053647	7.592970819220721e-05	0.0496009624900629	4.119588269169333	actin
Cytoplasm_Texture_Variance_RFP_3_00_256	0.0124810480791504	3.318120365214394e-05	0.0051536207810481	-0.0713468797247681	0.0324103128743462	-0.0324103128743464	6.585192724810106e-05	0.0496009624900629	4.1814315102850745	actin
Cytoplasm_Texture_Variance_RFP_3_01_256	0.0126436034245476	2.834218436498226e-05	0.0052334326480641	-0.0727645703048373	0.0316248820204372	-0.0316248820204375	5.673323456507655e-05	0.0496009624900629	4.2461624550441766	actin
Cytoplasm_Texture_Variance_RFP_3_02_256	0.012527979158827	3.17055431034996e-05	0.0052167156785109	-0.0725808765747116	0.0313232708519628	-0.0313232708519631	6.31391690277239e-05	0.0496009624900629	4.199701138139856	actin
Cytoplasm_Texture_Variance_RFP_3_03_256	0.0124461937941345	3.4321079611543404e-05	0.00506530768146	-0.0695806644503718	0.0340923782068135	-0.0340923782068138	6.776662147789438e-05	0.0496009624900629	4.168984165681835	actin
Cells_Granularity_10_RFP	0.0034383683968109	0.1305885159438948	0.0033370204962621	-0.0507638056331425	0.0021926184652275	-0.0021926184652277	0.1625008220909559	0.0496009624900629	0.789144437585644	actin
Cells_Granularity_11_RFP	0.0081214260284578	0.002099871567159	0.0022191380536393	-0.0190306018384275	0.0620761904045072	-0.0620761904045072	0.0034002104455672	0.0496009624900629	2.4684942028047443	actin
Cells_Granularity_12_RFP	0.0156164035457143	1.544159299982084e-06	-0.0083035284813941	0.1675404476240522	0.1642221001737823	-0.1642221001737811	3.332284288623048e-06	0.0496009624900629	5.477257954530107	actin
Cells_Granularity_13_RFP	0.0158146876345832	1.2696850107962732e-06	-0.0010673839147201	0.0507112801395153	0.1411913302482338	-0.1411913302482332	2.7553351355784542e-06	0.0496009624900629	5.559825569704947	actin
Cells_Granularity_14_RFP	0.0096042547404771	0.0005226941225533	0.0048890550263046	-0.0702195985735417	0.0203110370591234	-0.0203110370591238	0.0008898062702117	0.0496009624900629	3.050704538227463	actin
Cells_Granularity_15_RFP	0.0339269068840688	1.2878587085651816e-14	-0.0119297499680235	0.2428675824205148	0.2448330077322713	-0.2448330077322695	4.43680700487886e-14	0.0496009624900629	13.35292946209685	actin
Cells_Granularity_16_RFP	0.0054486529320801	0.0237333474558342	-0.0012449431525268	0.0407011606543753	0.0887560415038526	-0.0887560415038522	0.0331182889377686	0.0496009624900629	1.4799321092084514	actin
Cells_Granularity_1_RFP	0.0858848276602308	1.1102230246251563e-16	0.0125718002811423	-0.2901591732952057	-0.398859987214414	0.3988599872144116	4.0280279112181464e-16	0.0496009624900629	15.394907528772336	actin
Cells_Granularity_2_RFP	0.0172676670036905	3.00986422452354e-07	0.0033453090165379	-0.029862837018953	0.0887442633274786	-0.0887442633274785	6.878843237542971e-07	0.0496009624900629	6.162484587606047	actin
Cells_Granularity_3_RFP	0.0183377504126919	1.0368662617388225e-07	0.0044560636812106	-0.0504564047539022	0.074259841255299	-0.0742598412552991	2.451734684070821e-07	0.0496009624900629	6.610526529046919	actin
Cells_Granularity_4_RFP	0.0169257203938976	4.226918158822812e-07	0.0049044783755648	-0.0608481924425331	0.059859062609127	-0.0598590626091272	9.599640056247045e-07	0.0496009624900629	6.017745050764218	actin
Cells_Granularity_5_RFP	0.0120333576632585	5.1172645552211016e-05	0.0051995912884765	-0.0729275278314184	0.0288130115520774	-0.0288130115520777	9.771618665479768e-05	0.0496009624900629	4.010033489581258	actin
Cells_Granularity_6_RFP	0.01153587075293	8.267942368267445e-05	0.0049043212893264	-0.0675578315637746	0.0322326207006119	-0.0322326207006122	0.0001530953921779	0.0496009624900629	3.815037880378143	actin
Cells_Granularity_7_RFP	0.0058607833501612	0.0164774504487847	0.0009965516178344	0.000730793612301	0.0660598297398232	-0.0660598297398231	0.0236468726465255	0.0496009624900629	1.6262262875758526	actin
Cells_Granularity_8_RFP	0.0078657127244543	0.0026617489459584	0.0011790185067514	0.0003864125236065	0.0761870751424627	-0.0761870751424625	0.0042565985210162	0.0496009624900629	2.370937310201	actin
Cells_Granularity_9_RFP	0.0102234143525618	0.000290459713226	0.0014938870351229	-0.0023746576158342	0.0847444276393469	-0.0847444276393467	0.0005140605595357	0.0496009624900629	3.288985715395875	actin
Cells_Intensity_IntegratedIntensityEdge_RFP	0.0479787142268455	1.1102230246251563e-16	0.0025889593138362	-0.1013118610608106	-0.2531902865553189	0.2531902865553178	4.0280279112181464e-16	0.0496009624900629	15.394907528772336	actin
Cells_Intensity_IntegratedIntensity_RFP	0.0764476727364592	1.1102230246251563e-16	-0.0054326206802627	0.0320176331051822	-0.2119396663387879	0.2119396663387876	4.0280279112181464e-16	0.0496009624900629	15.394907528772336	actin
Cells_Intensity_LowerQuartileIntensity_RFP	0.0078354640819301	0.0027373002127084	0.0067450874252669	-0.1182717072341655	-0.0600374196607637	0.060037419660763	0.0043653922348276	0.0496009624900629	2.359976728414729	actin
Cells_Intensity_MADIntensity_RFP	0.0104126094327942	0.0002425546944175	0.0063148323238097	-0.0995150421274399	-0.0100583094885255	0.0100583094885249	0.0004325745011041	0.0496009624900629	3.363939084425674	actin
Cells_Intensity_MassDisplacement_RFP	0.0038670053387507	0.0919738796401826	-0.0046355942180638	0.0799238139294048	0.0356674674242658	-0.0356674674242653	0.1168289652759869	0.0496009624900629	0.9324494697236766	actin
Cells_Intensity_MaxIntensityEdge_RFP	0.003275190392597	0.1488677178214752	0.004097638908017	-0.0689981187992121	-0.0247343993114927	0.0247343993114923	0.1844561583679111	0.0496009624900629	0.7341068405697133	actin
Cells_Intensity_MaxIntensity_RFP	0.0005320911942529	0.8946743791199695	0.0008525862657259	-0.010449222110651	0.0109348014839292	-0.0109348014839293	0.9332587189202916	0.0496009624900629	0.0299979440094448	actin
Cells_Intensity_MeanIntensityEdge_RFP	0.0264786609447225	2.7643221045536848e-11	0.0122982014770431	-0.2141597694347903	-0.103361274310625	0.1033612743106237	7.924390033053896e-11	0.0496009624900629	10.10103415693026	actin
