	Metadata_split_name
12030	X_train_shuf
14663	X_train_shuf
16759	X_train_shuf
12828	X_train_shuf
18338	X_train_shuf
17162	X_train_shuf
14942	X_train_shuf
17279	X_train_shuf
12652	X_train_shuf
14635	X_train_shuf
16709	X_train_shuf
16027	X_train_shuf
13929	X_train_shuf
13316	X_train_shuf
18154	X_train_shuf
14542	X_train_shuf
15591	X_train_shuf
11927	X_train_shuf
18158	X_train_shuf
14074	X_train_shuf
16313	X_train_shuf
13884	X_train_shuf
15692	X_train_shuf
14296	X_train_shuf
13651	X_train_shuf
13521	X_train_shuf
12617	X_train_shuf
16255	X_train_shuf
18321	X_train_shuf
12977	X_train_shuf
16161	X_train_shuf
11899	X_train_shuf
11969	X_train_shuf
12725	X_train_shuf
16782	X_train_shuf
17688	X_train_shuf
12528	X_train_shuf
13921	X_train_shuf
14263	X_train_shuf
14686	X_train_shuf
13714	X_train_shuf
13057	X_train_shuf
13355	X_train_shuf
16164	X_train_shuf
17861	X_train_shuf
13710	X_train_shuf
11282	X_train_shuf
13031	X_train_shuf
11723	X_train_shuf
18148	X_train_shuf
14190	X_train_shuf
13783	X_train_shuf
11498	X_train_shuf
12408	X_train_shuf
14895	X_train_shuf
13074	X_train_shuf
15562	X_train_shuf
17899	X_train_shuf
14130	X_train_shuf
13690	X_train_shuf
14233	X_train_shuf
17576	X_train_shuf
16655	X_train_shuf
17912	X_train_shuf
14605	X_train_shuf
16698	X_train_shuf
12554	X_train_shuf
14115	X_train_shuf
15628	X_train_shuf
18270	X_train_shuf
11383	X_train_shuf
14531	X_train_shuf
13305	X_train_shuf
16098	X_train_shuf
14491	X_train_shuf
14082	X_train_shuf
14022	X_train_shuf
12154	X_train_shuf
14947	X_train_shuf
13097	X_train_shuf
14320	X_train_shuf
11541	X_train_shuf
14353	X_train_shuf
17483	X_train_shuf
15391	X_train_shuf
14923	X_train_shuf
12507	X_train_shuf
18070	X_train_shuf
13661	X_train_shuf
13644	X_train_shuf
17345	X_train_shuf
14342	X_train_shuf
13242	X_train_shuf
14901	X_train_shuf
13582	X_train_shuf
11936	X_train_shuf
15659	X_train_shuf
18021	X_train_shuf
15696	X_train_shuf
12900	X_train_shuf
13831	X_train_shuf
15980	X_train_shuf
18307	X_train_shuf
12206	X_train_shuf
14658	X_train_shuf
14403	X_train_shuf
17255	X_train_shuf
16319	X_train_shuf
13632	X_train_shuf
11307	X_train_shuf
16882	X_train_shuf
16500	X_train_shuf
11743	X_train_shuf
18285	X_train_shuf
16179	X_train_shuf
17922	X_train_shuf
17169	X_train_shuf
16611	X_train_shuf
18306	X_train_shuf
12510	X_train_shuf
13876	X_train_shuf
13027	X_train_shuf
12426	X_train_shuf
13404	X_train_shuf
14192	X_train_shuf
14364	X_train_shuf
17844	X_train_shuf
13837	X_train_shuf
13456	X_train_shuf
11365	X_train_shuf
12655	X_train_shuf
16383	X_train_shuf
17352	X_train_shuf
17632	X_train_shuf
11801	X_train_shuf
16978	X_train_shuf
17171	X_train_shuf
11640	X_train_shuf
14466	X_train_shuf
18290	X_train_shuf
16294	X_train_shuf
17037	X_train_shuf
16616	X_train_shuf
14189	X_train_shuf
13036	X_train_shuf
18126	X_train_shuf
14925	X_train_shuf
12666	X_train_shuf
13350	X_train_shuf
11412	X_train_shuf
13219	X_train_shuf
16747	X_train_shuf
14370	X_train_shuf
17398	X_train_shuf
15065	X_train_shuf
16891	X_train_shuf
12091	X_train_shuf
15512	X_train_shuf
11967	X_train_shuf
13079	X_train_shuf
12758	X_train_shuf
15739	X_train_shuf
14487	X_train_shuf
14707	X_train_shuf
14077	X_train_shuf
17771	X_train_shuf
14012	X_train_shuf
15095	X_train_shuf
14908	X_train_shuf
11867	X_train_shuf
11740	X_train_shuf
13717	X_train_shuf
14554	X_train_shuf
16686	X_train_shuf
12502	X_train_shuf
13842	X_train_shuf
14369	X_train_shuf
16083	X_train_shuf
17416	X_train_shuf
16017	X_train_shuf
16158	X_train_shuf
14011	X_train_shuf
17221	X_train_shuf
14271	X_train_shuf
16352	X_train_shuf
14561	X_train_shuf
13815	X_train_shuf
16570	X_train_shuf
16473	X_train_shuf
11722	X_train_shuf
11593	X_train_shuf
12049	X_train_shuf
14274	X_train_shuf
17414	X_train_shuf
15865	X_train_shuf
17774	X_train_shuf
16904	X_train_shuf
18403	X_train_shuf
11788	X_train_shuf
18027	X_train_shuf
12785	X_train_shuf
12780	X_train_shuf
17324	X_train_shuf
13032	X_train_shuf
14156	X_train_shuf
11784	X_train_shuf
17254	X_train_shuf
17540	X_train_shuf
16126	X_train_shuf
17112	X_train_shuf
12841	X_train_shuf
15418	X_train_shuf
13680	X_train_shuf
11328	X_train_shuf
15888	X_train_shuf
18208	X_train_shuf
14286	X_train_shuf
12988	X_train_shuf
12663	X_train_shuf
14172	X_train_shuf
13325	X_train_shuf
17610	X_train_shuf
13939	X_train_shuf
14189	X_train_shuf
18350	X_train_shuf
14104	X_train_shuf
13532	X_train_shuf
12477	X_train_shuf
13636	X_train_shuf
13496	X_train_shuf
18343	X_train_shuf
14632	X_train_shuf
17261	X_train_shuf
12558	X_train_shuf
13520	X_train_shuf
17547	X_train_shuf
16063	X_train_shuf
14957	X_train_shuf
15462	X_train_shuf
14615	X_train_shuf
12468	X_train_shuf
17757	X_train_shuf
16535	X_train_shuf
13773	X_train_shuf
14699	X_train_shuf
13999	X_train_shuf
11721	X_train_shuf
12908	X_train_shuf
13755	X_train_shuf
17819	X_train_shuf
12940	X_train_shuf
18438	X_train_shuf
18153	X_train_shuf
12470	X_train_shuf
14208	X_train_shuf
16739	X_train_shuf
14127	X_train_shuf
18431	X_train_shuf
14218	X_train_shuf
17951	X_train_shuf
13086	X_train_shuf
11622	X_train_shuf
14362	X_train_shuf
12752	X_train_shuf
18030	X_train_shuf
18012	X_train_shuf
14551	X_train_shuf
16919	X_train_shuf
12173	X_train_shuf
17040	X_train_shuf
13967	X_train_shuf
16010	X_train_shuf
15747	X_train_shuf
16615	X_train_shuf
11682	X_train_shuf
15807	X_train_shuf
16329	X_train_shuf
13518	X_train_shuf
11325	X_train_shuf
11662	X_train_shuf
13949	X_train_shuf
13095	X_train_shuf
11620	X_train_shuf
17513	X_train_shuf
17397	X_train_shuf
12547	X_train_shuf
12429	X_train_shuf
12600	X_train_shuf
16376	X_train_shuf
14199	X_train_shuf
13359	X_train_shuf
13409	X_train_shuf
17911	X_train_shuf
12860	X_train_shuf
15461	X_train_shuf
13701	X_train_shuf
16458	X_train_shuf
14206	X_train_shuf
13169	X_train_shuf
11370	X_train_shuf
13785	X_train_shuf
13873	X_train_shuf
16321	X_train_shuf
14008	X_train_shuf
13903	X_train_shuf
11330	X_train_shuf
12920	X_train_shuf
12955	X_train_shuf
12649	X_train_shuf
14968	X_train_shuf
11879	X_train_shuf
15815	X_train_shuf
13517	X_train_shuf
12775	X_train_shuf
14142	X_train_shuf
13643	X_train_shuf
17332	X_train_shuf
15468	X_train_shuf
13579	X_train_shuf
13511	X_train_shuf
13839	X_train_shuf
15798	X_train_shuf
14457	X_train_shuf
13684	X_train_shuf
18471	X_train_shuf
18178	X_train_shuf
16672	X_train_shuf
13806	X_train_shuf
17523	X_train_shuf
13678	X_train_shuf
17650	X_train_shuf
15054	X_train_shuf
17176	X_train_shuf
16064	X_train_shuf
16957	X_train_shuf
11518	X_train_shuf
16226	X_train_shuf
16971	X_train_shuf
16203	X_train_shuf
13406	X_train_shuf
13221	X_train_shuf
18437	X_train_shuf
14183	X_train_shuf
17048	X_train_shuf
14214	X_train_shuf
13708	X_train_shuf
17522	X_train_shuf
14860	X_train_shuf
13603	X_train_shuf
11963	X_train_shuf
14815	X_train_shuf
11825	X_train_shuf
17180	X_train_shuf
17558	X_train_shuf
13954	X_train_shuf
13555	X_train_shuf
16186	X_train_shuf
16792	X_train_shuf
16472	X_train_shuf
16935	X_train_shuf
17439	X_train_shuf
13984	X_train_shuf
13538	X_train_shuf
14278	X_train_shuf
13123	X_train_shuf
15517	X_train_shuf
18230	X_train_shuf
11494	X_train_shuf
13475	X_train_shuf
15727	X_train_shuf
17282	X_train_shuf
11515	X_train_shuf
11711	X_train_shuf
13529	X_train_shuf
11392	X_train_shuf
14190	X_train_shuf
18058	X_train_shuf
18413	X_train_shuf
12405	X_train_shuf
12619	X_train_shuf
15624	X_train_shuf
14413	X_train_shuf
14682	X_train_shuf
13061	X_train_shuf
14085	X_train_shuf
12503	X_train_shuf
13722	X_train_shuf
17044	X_train_shuf
14401	X_train_shuf
15105	X_train_shuf
12147	X_train_shuf
13648	X_train_shuf
14460	X_train_shuf
14415	X_train_shuf
14310	X_train_shuf
15947	X_train_shuf
15564	X_train_shuf
14364	X_train_shuf
18322	X_train_shuf
13666	X_train_shuf
18210	X_train_shuf
18320	X_train_shuf
16855	X_train_shuf
18235	X_train_shuf
14578	X_train_shuf
11762	X_train_shuf
13598	X_train_shuf
17618	X_train_shuf
12045	X_train_shuf
14626	X_train_shuf
16429	X_train_shuf
16062	X_train_shuf
18147	X_train_shuf
17316	X_train_shuf
11549	X_train_shuf
13052	X_train_shuf
18286	X_train_shuf
13064	X_train_shuf
12418	X_train_shuf
14155	X_train_shuf
14196	X_train_shuf
18454	X_train_shuf
13782	X_train_shuf
15610	X_train_shuf
13859	X_train_shuf
11507	X_train_shuf
16019	X_train_shuf
13578	X_train_shuf
14751	X_train_shuf
14234	X_train_shuf
13943	X_train_shuf
11537	X_train_shuf
11751	X_train_shuf
14319	X_train_shuf
14428	X_train_shuf
14576	X_train_shuf
14138	X_train_shuf
18408	X_train_shuf
16004	X_train_shuf
15670	X_train_shuf
12998	X_train_shuf
16776	X_train_shuf
13295	X_train_shuf
16567	X_train_shuf
11975	X_train_shuf
13677	X_train_shuf
17012	X_train_shuf
12205	X_train_shuf
14853	X_train_shuf
15046	X_train_shuf
16200	X_train_shuf
13682	X_train_shuf
11912	X_train_shuf
14387	X_train_shuf
12519	X_train_shuf
17503	X_train_shuf
12980	X_train_shuf
13528	X_train_shuf
12952	X_train_shuf
15822	X_train_shuf
17167	X_train_shuf
12779	X_train_shuf
13966	X_train_shuf
12098	X_train_shuf
12745	X_train_shuf
12021	X_train_shuf
14214	X_train_shuf
11464	X_train_shuf
13908	X_train_shuf
16439	X_train_shuf
15503	X_train_shuf
13204	X_train_shuf
17772	X_train_shuf
17683	X_train_shuf
16562	X_train_shuf
14078	X_train_shuf
17103	X_train_shuf
13056	X_train_shuf
13131	X_train_shuf
13927	X_train_shuf
15417	X_train_shuf
12479	X_train_shuf
17665	X_train_shuf
15066	X_train_shuf
14187	X_train_shuf
15988	X_train_shuf
13641	X_train_shuf
11679	X_train_shuf
13446	X_train_shuf
16771	X_train_shuf
13468	X_train_shuf
14025	X_train_shuf
17920	X_train_shuf
15096	X_train_shuf
14950	X_train_shuf
14294	X_train_shuf
16674	X_train_shuf
18041	X_train_shuf
18295	X_train_shuf
12396	X_train_shuf
12959	X_train_shuf
14085	X_train_shuf
14723	X_train_shuf
17361	X_train_shuf
14250	X_train_shuf
15464	X_train_shuf
14429	X_train_shuf
17577	X_train_shuf
11724	X_train_shuf
17657	X_train_shuf
17931	X_train_shuf
14824	X_train_shuf
14061	X_train_shuf
15943	X_train_shuf
13149	X_train_shuf
16359	X_train_shuf
17056	X_train_shuf
18359	X_train_shuf
13483	X_train_shuf
17734	X_train_shuf
18288	X_train_shuf
17179	X_train_shuf
15566	X_train_shuf
16944	X_train_shuf
13640	X_train_shuf
13712	X_train_shuf
13924	X_train_shuf
12665	X_train_shuf
16631	X_train_shuf
13315	X_train_shuf
16861	X_train_shuf
14362	X_train_shuf
14211	X_train_shuf
14188	X_train_shuf
18388	X_train_shuf
12015	X_train_shuf
14529	X_train_shuf
17216	X_train_shuf
16973	X_train_shuf
16766	X_train_shuf
16324	X_train_shuf
11674	X_train_shuf
11364	X_train_shuf
15123	X_train_shuf
13857	X_train_shuf
14888	X_train_shuf
16574	X_train_shuf
18031	X_train_shuf
13918	X_train_shuf
17608	X_train_shuf
13765	X_train_shuf
14307	X_train_shuf
14159	X_train_shuf
12647	X_train_shuf
16193	X_train_shuf
11611	X_train_shuf
16619	X_train_shuf
13896	X_train_shuf
11894	X_train_shuf
11877	X_train_shuf
14271	X_train_shuf
13193	X_train_shuf
13747	X_train_shuf
16320	X_train_shuf
17918	X_train_shuf
15903	X_train_shuf
12901	X_train_shuf
11885	X_train_shuf
16393	X_train_shuf
14188	X_train_shuf
12001	X_train_shuf
17077	X_train_shuf
16580	X_train_shuf
16198	X_train_shuf
13296	X_train_shuf
15398	X_train_shuf
14943	X_train_shuf
17217	X_train_shuf
18478	X_train_shuf
13853	X_train_shuf
11959	X_train_shuf
14207	X_train_shuf
17640	X_train_shuf
11764	X_train_shuf
12487	X_train_shuf
15573	X_train_shuf
17184	X_train_shuf
12401	X_train_shuf
18397	X_train_shuf
16600	X_train_shuf
13839	X_train_shuf
14348	X_train_shuf
16030	X_train_shuf
16778	X_train_shuf
12034	X_train_shuf
12480	X_train_shuf
17170	X_train_shuf
18081	X_train_shuf
14432	X_train_shuf
12556	X_train_shuf
11410	X_train_shuf
11942	X_train_shuf
17035	X_train_shuf
14924	X_train_shuf
13068	X_train_shuf
14642	X_train_shuf
11285	X_train_shuf
13576	X_train_shuf
14358	X_train_shuf
16299	X_train_shuf
14706	X_train_shuf
14288	X_train_shuf
17391	X_train_shuf
11366	X_train_shuf
13561	X_train_shuf
18418	X_train_shuf
11294	X_train_shuf
12450	X_train_shuf
12915	X_train_shuf
14185	X_train_shuf
13684	X_train_shuf
15989	X_train_shuf
17308	X_train_shuf
11794	X_train_shuf
16938	X_train_shuf
14054	X_train_shuf
18213	X_train_shuf
17655	X_train_shuf
14313	X_train_shuf
11486	X_train_shuf
14523	X_train_shuf
13358	X_train_shuf
17146	X_train_shuf
14697	X_train_shuf
16202	X_train_shuf
14479	X_train_shuf
16109	X_train_shuf
11860	X_train_shuf
14119	X_train_shuf
15491	X_train_shuf
15587	X_train_shuf
15726	X_train_shuf
13828	X_train_shuf
17603	X_train_shuf
16865	X_train_shuf
12000	X_train_shuf
15088	X_train_shuf
12402	X_train_shuf
12561	X_train_shuf
18450	X_train_shuf
11371	X_train_shuf
11673	X_train_shuf
16336	X_train_shuf
18249	X_train_shuf
13116	X_train_shuf
11924	X_train_shuf
12716	X_train_shuf
13297	X_train_shuf
15384	X_train_shuf
16394	X_train_shuf
16723	X_train_shuf
16001	X_train_shuf
12870	X_train_shuf
17436	X_train_shuf
14920	X_train_shuf
11648	X_train_shuf
12939	X_train_shuf
16932	X_train_shuf
17589	X_train_shuf
13135	X_train_shuf
13826	X_train_shuf
17120	X_train_shuf
11838	X_train_shuf
11295	X_train_shuf
17378	X_train_shuf
13542	X_train_shuf
14007	X_train_shuf
17574	X_train_shuf
14255	X_train_shuf
15904	X_train_shuf
14588	X_train_shuf
14103	X_train_shuf
14052	X_train_shuf
13754	X_train_shuf
12475	X_train_shuf
15697	X_train_shuf
15073	X_train_shuf
14392	X_train_shuf
17066	X_train_shuf
14981	X_train_shuf
17981	X_train_shuf
11554	X_train_shuf
17093	X_train_shuf
18002	X_train_shuf
14083	X_train_shuf
14621	X_train_shuf
16183	X_train_shuf
16578	X_train_shuf
14673	X_train_shuf
14604	X_train_shuf
13944	X_train_shuf
14328	X_train_shuf
14000	X_train_shuf
11987	X_train_shuf
17342	X_train_shuf
13654	X_train_shuf
17548	X_train_shuf
13155	X_train_shuf
14566	X_train_shuf
11948	X_train_shuf
14397	X_train_shuf
14064	X_train_shuf
12453	X_train_shuf
11520	X_train_shuf
14393	X_train_shuf
17343	X_train_shuf
18068	X_train_shuf
17802	X_train_shuf
14275	X_train_shuf
17487	X_train_shuf
15493	X_train_shuf
16173	X_train_shuf
16209	X_train_shuf
13470	X_train_shuf
13294	X_train_shuf
18026	X_train_shuf
18225	X_train_shuf
18164	X_train_shuf
18190	X_train_shuf
12602	X_train_shuf
17073	X_train_shuf
14011	X_train_shuf
16713	X_train_shuf
13828	X_train_shuf
14414	X_train_shuf
13601	X_train_shuf
11394	X_train_shuf
18093	X_train_shuf
11566	X_train_shuf
18184	X_train_shuf
13707	X_train_shuf
14792	X_train_shuf
13904	X_train_shuf
14734	X_train_shuf
15818	X_train_shuf
11789	X_train_shuf
14476	X_train_shuf
13154	X_train_shuf
16091	X_train_shuf
16244	X_train_shuf
13143	X_train_shuf
11733	X_train_shuf
11500	X_train_shuf
14257	X_train_shuf
11333	X_train_shuf
14336	X_train_shuf
14251	X_train_shuf
14371	X_train_shuf
12008	X_train_shuf
16016	X_train_shuf
14594	X_train_shuf
13687	X_train_shuf
16820	X_train_shuf
13448	X_train_shuf
16128	X_train_shuf
15094	X_train_shuf
14013	X_train_shuf
11556	X_train_shuf
13886	X_train_shuf
18412	X_train_shuf
13963	X_train_shuf
14131	X_train_shuf
12540	X_train_shuf
16130	X_train_shuf
15998	X_train_shuf
17106	X_train_shuf
14081	X_train_shuf
14562	X_train_shuf
17079	X_train_shuf
16470	X_train_shuf
12485	X_train_shuf
17297	X_train_shuf
18177	X_train_shuf
17906	X_train_shuf
11320	X_train_shuf
15421	X_train_shuf
18491	X_train_shuf
14210	X_train_shuf
15759	X_train_shuf
17827	X_train_shuf
12772	X_train_shuf
14575	X_train_shuf
17392	X_train_shuf
13362	X_train_shuf
11542	X_train_shuf
13663	X_train_shuf
11432	X_train_shuf
15584	X_train_shuf
16563	X_train_shuf
13482	X_train_shuf
12410	X_train_shuf
16295	X_train_shuf
12924	X_train_shuf
11872	X_train_shuf
17303	X_train_shuf
16395	X_train_shuf
16889	X_train_shuf
13673	X_train_shuf
15926	X_train_shuf
17123	X_train_shuf
14040	X_train_shuf
13764	X_train_shuf
11374	X_train_shuf
14349	X_train_shuf
14291	X_train_shuf
16278	X_train_shuf
13653	X_train_shuf
15599	X_train_shuf
17460	X_train_shuf
13880	X_train_shuf
12873	X_train_shuf
12975	X_train_shuf
13967	X_train_shuf
11576	X_train_shuf
11966	X_train_shuf
16498	X_train_shuf
12499	X_train_shuf
17258	X_train_shuf
12876	X_train_shuf
13881	X_train_shuf
17218	X_train_shuf
17043	X_train_shuf
18087	X_train_shuf
17500	X_train_shuf
13780	X_train_shuf
17887	X_train_shuf
16410	X_train_shuf
14232	X_train_shuf
11685	X_train_shuf
11414	X_train_shuf
13449	X_train_shuf
12160	X_train_shuf
13776	X_train_shuf
17402	X_train_shuf
13191	X_train_shuf
14328	X_train_shuf
14782	X_train_shuf
15015	X_train_shuf
13444	X_train_shuf
14491	X_train_shuf
11862	X_train_shuf
15745	X_train_shuf
17188	X_train_shuf
12814	X_train_shuf
14023	X_train_shuf
16632	X_train_shuf
17509	X_train_shuf
12584	X_train_shuf
11930	X_train_shuf
16605	X_train_shuf
16316	X_train_shuf
17818	X_train_shuf
13945	X_train_shuf
14380	X_train_shuf
11451	X_train_shuf
13972	X_train_shuf
13436	X_train_shuf
11555	X_train_shuf
13476	X_train_shuf
13804	X_train_shuf
13230	X_train_shuf
15635	X_train_shuf
14945	X_train_shuf
12761	X_train_shuf
18214	X_train_shuf
16946	X_train_shuf
11531	X_train_shuf
13998	X_train_shuf
18265	X_train_shuf
18115	X_train_shuf
15460	X_train_shuf
16947	X_train_shuf
11659	X_train_shuf
13708	X_train_shuf
13997	X_train_shuf
18194	X_train_shuf
17636	X_train_shuf
12763	X_train_shuf
16275	X_train_shuf
18365	X_train_shuf
16660	X_train_shuf
14259	X_train_shuf
12808	X_train_shuf
16884	X_train_shuf
17418	X_train_shuf
13799	X_train_shuf
15779	X_train_shuf
15051	X_train_shuf
16440	X_train_shuf
12531	X_train_shuf
13685	X_train_shuf
11635	X_train_shuf
18304	X_train_shuf
15437	X_train_shuf
13830	X_train_shuf
12660	X_train_shuf
16993	X_train_shuf
16569	X_train_shuf
16236	X_train_shuf
15125	X_train_shuf
17251	X_train_shuf
13455	X_train_shuf
17153	X_train_shuf
18107	X_train_shuf
17400	X_train_shuf
14728	X_train_shuf
16250	X_train_shuf
15048	X_train_shuf
14252	X_train_shuf
16060	X_train_shuf
16811	X_train_shuf
16630	X_train_shuf
16068	X_train_shuf
18152	X_train_shuf
14449	X_train_shuf
14547	X_train_shuf
11947	X_train_shuf
13176	X_train_shuf
16543	X_train_shuf
13429	X_train_shuf
15003	X_train_shuf
12196	X_train_shuf
14797	X_train_shuf
13770	X_train_shuf
16803	X_train_shuf
13800	X_train_shuf
16827	X_train_shuf
11954	X_train_shuf
13379	X_train_shuf
11911	X_train_shuf
17481	X_train_shuf
14306	X_train_shuf
18242	X_train_shuf
13488	X_train_shuf
13157	X_train_shuf
13955	X_train_shuf
16280	X_train_shuf
14152	X_train_shuf
11317	X_train_shuf
12494	X_train_shuf
16548	X_train_shuf
13802	X_train_shuf
17057	X_train_shuf
17133	X_train_shuf
11769	X_train_shuf
17871	X_train_shuf
14122	X_train_shuf
16430	X_train_shuf
14679	X_train_shuf
13671	X_train_shuf
17024	X_train_shuf
16988	X_train_shuf
14993	X_train_shuf
15863	X_train_shuf
13711	X_train_shuf
14530	X_train_shuf
15912	X_train_shuf
17705	X_train_shuf
18005	X_train_shuf
11292	X_train_shuf
13167	X_train_shuf
17236	X_train_shuf
11903	X_train_shuf
13879	X_train_shuf
11458	X_train_shuf
18181	X_train_shuf
17788	X_train_shuf
14813	X_train_shuf
18361	X_train_shuf
15893	X_train_shuf
16968	X_train_shuf
14664	X_train_shuf
11326	X_train_shuf
11398	X_train_shuf
15544	X_train_shuf
14926	X_train_shuf
14417	X_train_shuf
17537	X_train_shuf
14786	X_train_shuf
18098	X_train_shuf
14212	X_train_shuf
14795	X_train_shuf
13357	X_train_shuf
11861	X_train_shuf
16558	X_train_shuf
13356	X_train_shuf
12673	X_train_shuf
17377	X_train_shuf
11660	X_train_shuf
13877	X_train_shuf
15977	X_train_shuf
14258	X_train_shuf
18179	X_train_shuf
17593	X_train_shuf
11301	X_train_shuf
15872	X_train_shuf
18060	X_train_shuf
12840	X_train_shuf
16645	X_train_shuf
16843	X_train_shuf
13820	X_train_shuf
14311	X_train_shuf
16707	X_train_shuf
13034	X_train_shuf
13959	X_train_shuf
13968	X_train_shuf
17848	X_train_shuf
12798	X_train_shuf
13088	X_train_shuf
13970	X_train_shuf
12934	X_train_shuf
13250	X_train_shuf
12441	X_train_shuf
18356	X_train_shuf
15115	X_train_shuf
12568	X_train_shuf
13734	X_train_shuf
15860	X_train_shuf
12078	X_train_shuf
13278	X_train_shuf
14290	X_train_shuf
16251	X_train_shuf
18075	X_train_shuf
13451	X_train_shuf
12731	X_train_shuf
12193	X_train_shuf
13763	X_train_shuf
11920	X_train_shuf
14951	X_train_shuf
16951	X_train_shuf
12684	X_train_shuf
16561	X_train_shuf
17353	X_train_shuf
12789	X_train_shuf
16392	X_train_shuf
16224	X_train_shuf
13725	X_train_shuf
17508	X_train_shuf
14998	X_train_shuf
15608	X_train_shuf
12746	X_train_shuf
12415	X_train_shuf
18233	X_train_shuf
12838	X_train_shuf
15477	X_train_shuf
14050	X_train_shuf
16546	X_train_shuf
15045	X_train_shuf
12027	X_train_shuf
14406	X_train_shuf
11429	X_train_shuf
14812	X_train_shuf
18088	X_train_shuf
17925	X_train_shuf
15529	X_train_shuf
12456	X_train_shuf
16822	X_train_shuf
13725	X_train_shuf
11890	X_train_shuf
14059	X_train_shuf
14552	X_train_shuf
14142	X_train_shuf
13715	X_train_shuf
12192	X_train_shuf
14455	X_train_shuf
12504	X_train_shuf
16090	X_train_shuf
13982	X_train_shuf
12051	X_train_shuf
15579	X_train_shuf
18427	X_train_shuf
13560	X_train_shuf
12916	X_train_shuf
17349	X_train_shuf
13317	X_train_shuf
16920	X_train_shuf
15733	X_train_shuf
11496	X_train_shuf
14175	X_train_shuf
13322	X_train_shuf
11982	X_train_shuf
11843	X_train_shuf
14341	X_train_shuf
14746	X_train_shuf
16955	X_train_shuf
18072	X_train_shuf
17635	X_train_shuf
15099	X_train_shuf
11291	X_train_shuf
13630	X_train_shuf
16796	X_train_shuf
15044	X_train_shuf
15394	X_train_shuf
12133	X_train_shuf
17339	X_train_shuf
18007	X_train_shuf
17110	X_train_shuf
11457	X_train_shuf
14144	X_train_shuf
12987	X_train_shuf
13592	X_train_shuf
15974	X_train_shuf
13238	X_train_shuf
14829	X_train_shuf
17490	X_train_shuf
16018	X_train_shuf
15757	X_train_shuf
13898	X_train_shuf
11270	X_train_shuf
17482	X_train_shuf
16140	X_train_shuf
18130	X_train_shuf
18316	X_train_shuf
16800	X_train_shuf
16509	X_train_shuf
14808	X_train_shuf
13545	X_train_shuf
18341	X_train_shuf
16704	X_train_shuf
16038	X_train_shuf
14272	X_train_shuf
16397	X_train_shuf
12073	X_train_shuf
18160	X_train_shuf
18278	X_train_shuf
13133	X_train_shuf
17712	X_train_shuf
14201	X_train_shuf
11782	X_train_shuf
12189	X_train_shuf
12642	X_train_shuf
12682	X_train_shuf
16829	X_train_shuf
14817	X_train_shuf
16436	X_train_shuf
18006	X_train_shuf
18120	X_train_shuf
12921	X_train_shuf
