feature	r2_score	p_value	cell_count_coef	plate_coef	Null_coef	WT_coef
Cytoplasm_AreaShape_Zernike_7_1	0.005385854279391866	0.02508114297550923	0.0030574462643623455	-0.07119669627524755	-0.09959671835650799	0.09959671835650744
Cytoplasm_AreaShape_Zernike_7_3	0.0019179086405771706	0.4116481021941131	0.003210530594643503	-0.06217246391482098	-0.052767816344329845	0.0527678163443294
Cytoplasm_AreaShape_Zernike_7_5	0.001032442676744627	0.7118637178323952	0.0014998235947499192	-0.0337508111855445	-0.04402247611497913	0.04402247611497885
Cytoplasm_AreaShape_Zernike_7_7	3.5766377674884e-05	0.9993365740153008	0.00033478746114242304	-0.007137653175124886	-0.008196147972625776	0.00819614797262572
Cytoplasm_AreaShape_Zernike_8_0	0.0014528502275646948	0.5581676915178619	0.001034380278109718	-0.027776660335313008	-0.04888184873812218	0.04888184873812193
Cytoplasm_AreaShape_Zernike_8_2	1.461736388130852e-05	0.9998875728891521	0.00029765458734849645	-0.005447373387437035	-0.003588450730478407	0.0035884507304783705
Cytoplasm_AreaShape_Zernike_8_4	0.001596521357308922	0.5097792329261129	-0.0015606591041984036	0.037071909930880734	0.05384286566879661	-0.0538428656687963
Cytoplasm_AreaShape_Zernike_8_6	0.0024511655886019224	0.2811452603365874	-0.0022950321101087743	0.03184765053510717	-0.014123752556755425	0.014123752556755558
Cytoplasm_AreaShape_Zernike_8_8	0.0023878378749209173	0.2945966556464452	-0.003804538066846134	0.06960391941405278	0.045772361561530035	-0.045772361561529584
Cytoplasm_AreaShape_Zernike_9_1	0.010062470539738855	0.00033850358119946744	-0.00195379139899465	0.01128891885339868	-0.07715201861704793	0.0771520186170478
Cytoplasm_AreaShape_Zernike_9_3	0.0006214273596650832	0.8644589281830433	0.0010707097489291812	-0.024702901186262553	-0.033931856936258026	0.03393185693625782
Cytoplasm_AreaShape_Zernike_9_5	0.00024343336737187027	0.9733039708451275	0.00121062764921286	-0.021712917281225683	-0.012772628776978757	0.012772628776978618
Cytoplasm_AreaShape_Zernike_9_7	0.00085930298869763	0.7774832717413938	-0.0007174932145907056	0.006106450509730906	-0.020262057605748954	0.020262057605748937
Cytoplasm_AreaShape_Zernike_9_9	0.0007003810085535189	0.8363914278888568	0.0019985911415759455	-0.0380192275027919	-0.030033967134088443	0.030033967134088173
Cytoplasm_Correlation_Correlation_DAPI_GFP	0.0050287674705928875	0.03426765582386959	-0.005507817489283557	0.09900261499000954	0.059009099631753326	-0.059009099631752694
Cytoplasm_Correlation_Correlation_DAPI_RFP	0.01647709493797045	6.594567361073445e-07	-0.006627974205122522	0.09667752833493706	-0.021433259287394056	0.0214332592873945
Cytoplasm_Correlation_Correlation_GFP_RFP	0.00199587704315185	0.39006033120792405	0.0018136544577989986	-0.04256969265267932	-0.06046439275583843	0.06046439275583807
Cytoplasm_Correlation_Costes_DAPI_GFP	0.12668875220153752	1.1102230246251565e-16	-0.007711576775701956	0.22597520296845497	0.4421891625863014	-0.44218916258629926
Cytoplasm_Correlation_Costes_DAPI_RFP	0.058169420512800385	1.1102230246251565e-16	-0.012945726387770452	0.27949855271431157	0.33132311992936303	-0.3313231199293609
Cytoplasm_Correlation_Costes_GFP_DAPI	0.07171136556320179	1.1102230246251565e-16	-0.0027105789835034006	0.11578817655987528	0.3050791104063639	-0.30507911040636265
Cytoplasm_Correlation_Costes_GFP_RFP	0.016622614806175218	5.709150631139082e-07	-0.0014483839868720961	0.05829414008342612	0.14829604795815957	-0.14829604795815893
Cytoplasm_Correlation_Costes_RFP_DAPI	0.19802434686833292	1.1102230246251565e-16	-0.019314341764655584	0.4442044078430728	0.6063003461727692	-0.6063003461727656
Cytoplasm_Correlation_K_DAPI_GFP	0.008743794398715199	0.001175018238829817	-0.007234226804901091	0.1290649328631211	0.07351383959747056	-0.07351383959746972
Cytoplasm_Correlation_K_DAPI_RFP	0.006214930262296137	0.012005574295978816	-0.0012012309935377358	0.0025386693453899184	-0.06555298649074703	0.0655529864907469
Cytoplasm_Correlation_K_GFP_DAPI	0.005581927725120228	0.02110119235699781	0.005338620229683115	-0.08979893093517345	-0.03183237383401087	0.031832373834010344
Cytoplasm_Correlation_K_GFP_RFP	0.018068858300495982	1.3558242606404036e-07	0.0069266749065762115	-0.1513700131877782	-0.18477915531346473	0.18477915531346353
Cytoplasm_Correlation_K_RFP_DAPI	0.008078073617189152	0.0021861367942233034	-0.0019245395858671626	0.05666869649934925	0.11147939829574158	-0.11147939829574104
Cytoplasm_Correlation_K_RFP_GFP	0.013895972690740388	8.368139717385148e-06	-0.007563196441933077	0.15446621286821482	0.15725015850203122	-0.1572501585020301
Cytoplasm_Correlation_Manders_DAPI_GFP	0.05682677261087277	1.1102230246251565e-16	0.010518674516646192	-0.14244033562193323	0.07924108904246813	-0.07924108904246867
Cytoplasm_Correlation_Manders_DAPI_RFP	0.005763126348429903	0.017972049149014624	0.005868469798047356	-0.10457084029436119	-0.05910909782432623	0.05910909782432558
Cytoplasm_Correlation_Manders_GFP_DAPI	0.0017588441984072167	0.45839917038707967	-0.001973042743801615	0.04429604253452643	0.05748543996101668	-0.05748543996101633
Cytoplasm_Correlation_Manders_GFP_RFP	0.004491751136942446	0.054405552358263165	0.005191871384719637	-0.09629033638095433	-0.06783545372254793	0.06783545372254729
Cytoplasm_Correlation_Manders_RFP_DAPI	0.00014556354045824893	0.9898029487911398	-0.0003623708894618319	0.009384543768966584	0.015699018868684318	-0.015699018868684234
Cytoplasm_Correlation_Manders_RFP_GFP	0.04845038492229414	1.1102230246251565e-16	0.012828051473727224	-0.1971131896075793	0.00032516819538896957	-0.00032516819538996877
Cytoplasm_Correlation_Overlap_DAPI_GFP	0.005221386256011873	0.02897080599445301	-0.0027778261739751877	0.03487271771463569	-0.03221917381704655	0.032219173817046656
Cytoplasm_Correlation_Overlap_DAPI_RFP	0.044700483277687386	1.1102230246251565e-16	-0.010406894851813729	0.14855634474260931	-0.04699562327442729	0.046995623274427925
Cytoplasm_Correlation_Overlap_GFP_RFP	0.021379891039952637	4.900020389442261e-09	0.004200186245216157	-0.1104968116943455	-0.18905254048020215	0.1890525404802012
Cytoplasm_Correlation_RWC_DAPI_GFP	0.025089935195876323	1.1402523369952178e-10	0.010217635563995615	-0.1638920903800971	-0.028099911153720125	0.02809991115371921
Cytoplasm_Correlation_RWC_DAPI_RFP	0.0003289541781874572	0.9539638694053856	-0.0012842748998345597	0.02150149694848574	0.007242765248701214	-0.0072427652487010875
Cytoplasm_Correlation_RWC_GFP_DAPI	0.004081527711480959	0.07693405431750933	0.004567066900040596	-0.07683843676814384	-0.027303956378637917	0.027303956378637466
Cytoplasm_Correlation_RWC_GFP_RFP	0.027099958811750424	1.4641954315663952e-11	0.011337522020371674	-0.22572106743274456	-0.2117292249742364	0.2117292249742348
Cytoplasm_Correlation_RWC_RFP_DAPI	0.0011901726515266553	0.6526040608105218	-0.002486853537587508	0.048560798433762334	0.042530077114726075	-0.04253007711472573
Cytoplasm_Correlation_RWC_RFP_GFP	0.038262913928817754	1.1102230246251565e-16	0.013669864639138789	-0.22737150139842816	-0.0709547615938646	0.07095476159386327
Cytoplasm_Granularity_10_DAPI	0.0008700166154410605	0.7734418488461786	-0.0009939826604942938	0.011451554098633802	-0.015755423018955862	0.015755423018955883
Cytoplasm_Granularity_10_GFP	0.00013034106753262442	0.9917393246479322	-0.0008710848509915131	0.01643817208107074	0.012544977529985825	-0.012544977529985712
Cytoplasm_Granularity_10_RFP	0.003761712566425768	0.1003252629539767	0.003566809207567474	-0.05475771180547825	0.00029267731881536113	-0.0002926773188156387
Cytoplasm_Granularity_11_DAPI	0.005180989848801887	0.030011757301464215	0.005159648740914257	-0.08693348556675273	-0.03136190394869354	0.03136190394869302
Cytoplasm_Granularity_11_GFP	0.002334802229619015	0.3062712118045383	0.0036441557354518323	-0.0693886760335573	-0.05503383838597352	0.05503383838597304
Cytoplasm_Granularity_11_RFP	0.008314081070003199	0.001755350747339346	0.002034919438439572	-0.015209613918705886	0.06614763428265089	-0.06614763428265082
Cytoplasm_Granularity_12_DAPI	0.002751908698306993	0.22416741203247903	0.0015234576059579715	-0.015570811666440941	0.03230072143294328	-0.03230072143294329
Cytoplasm_Granularity_12_GFP	0.0041811951465038355	0.0707640952162436	0.004441508030217465	-0.07326958888922164	-0.02055889880146168	0.020558898801461258
Cytoplasm_Granularity_12_RFP	0.017034681919072536	3.7936129460014456e-07	-0.008626578937455836	0.17438701176770877	0.17196274333597086	-0.1719627433359696
Cytoplasm_Granularity_13_DAPI	0.00011316907939706855	0.9936995207044121	-0.0002066133200880411	0.006340149354769783	0.013023257545315216	-0.013023257545315154
Cytoplasm_Granularity_13_GFP	0.007443841776081039	0.0039280912043984095	-0.0011146522823604738	0.04158486225826788	0.10063682516764824	-0.1006368251676478
Cytoplasm_Granularity_13_RFP	0.016534364292089876	6.230874355361848e-07	-0.0013168894588963963	0.05587144662175819	0.14664404819273713	-0.14664404819273652
Cytoplasm_Granularity_14_DAPI	6.74822963525612e-05	0.9976889446982755	-0.0006301956910982547	0.011832348481753779	0.008828744669552321	-0.00882874466955224
Cytoplasm_Granularity_14_GFP	0.003157653441450581	0.16344816049010946	0.0012739510257342985	-0.009754647163901897	0.040453425349254675	-0.04045342534925463
Cytoplasm_Granularity_14_RFP	0.009850189170258372	0.0004140812515598391	0.004883378246378869	-0.0696969351968968	0.022103120120776937	-0.022103120120777253
Cytoplasm_Granularity_15_DAPI	0.001494568548114028	0.5438506026940519	-0.0018671589740721943	0.04159361108728209	0.0530616588214852	-0.053061658821484864
Cytoplasm_Granularity_15_GFP	0.0020953718002516553	0.36378156158444064	0.0008180119208344385	-0.0037533449524093307	0.03630713868305872	-0.036307138683058654
Cytoplasm_Granularity_15_RFP	0.034125533803847086	1.0436096431476471e-14	-0.011784498254099763	0.24114273394955688	0.24692371787686065	-0.24692371787685888
Cytoplasm_Granularity_16_DAPI	0.009731631679994024	0.0004633240051676868	0.007226632721418378	-0.12324129960333816	-0.05002456605624575	0.050024566056245
Cytoplasm_Granularity_16_GFP	0.01260736521877992	2.9356292132742823e-05	-0.008452697569135218	0.14675097611746143	0.0692158431896126	-0.06921584318961169
Cytoplasm_Granularity_16_RFP	0.005325210338640973	0.02645273951490723	-0.0011101117449085602	0.03812163510971825	0.08666965428945714	-0.08666965428945675
Cytoplasm_Granularity_1_DAPI	0.07647272368069058	1.1102230246251565e-16	-0.010752801276124446	0.13590485293829288	-0.12095399806963847	0.12095399806963889
Cytoplasm_Granularity_1_GFP	0.15862501658920913	1.1102230246251565e-16	-0.007985903521542373	0.04917729569929702	-0.3028579142581592	0.3028579142581588
Cytoplasm_Granularity_1_RFP	0.07976624478880545	1.1102230246251565e-16	0.012888393237553602	-0.2919905507118198	-0.38636696621633326	0.3863669662163309
Cytoplasm_Granularity_2_DAPI	0.013783964245781544	9.336330784925906e-06	-0.0037042151263353305	0.04061425434821721	-0.06720005161457258	0.06720005161457264
Cytoplasm_Granularity_2_GFP	0.006351163769724888	0.010621467992987355	0.003635692360195843	-0.05005999181607998	0.02398647681280286	-0.02398647681280306
Cytoplasm_Granularity_2_RFP	0.026576123872976476	2.502187346209439e-11	0.005561917567722708	-0.06464110395108821	0.08584389442409998	-0.08584389442410012
Cytoplasm_Granularity_3_DAPI	0.004861761699844425	0.03960374614767348	0.004423543232503832	-0.07044940311189657	-0.010087804927984799	0.010087804927984417
Cytoplasm_Granularity_3_GFP	0.01887264431169	6.076666880794335e-08	0.006594393828064341	-0.09304280763759606	0.03426893446642305	-0.03426893446642344
Cytoplasm_Granularity_3_RFP	0.024745318885012302	1.6195356167258979e-10	0.005818268563442486	-0.07133928172161376	0.07449391961705294	-0.07449391961705314
Cytoplasm_Granularity_4_DAPI	0.015940070831693798	1.121782617685696e-06	0.006771419980777344	-0.10042848334601694	0.015070365217135381	-0.01507036521713586
Cytoplasm_Granularity_4_GFP	0.022766489263839063	1.207181798967838e-09	0.0041116028593136435	-0.03952672763139582	0.09745171526141748	-0.09745171526141747
Cytoplasm_Granularity_4_RFP	0.023750876205265503	4.4501646812022955e-10	0.00641299082068573	-0.08421325965461741	0.05913347799036496	-0.05913347799036526
Cytoplasm_Granularity_5_DAPI	0.043594997218054043	1.1102230246251565e-16	0.008305024593644456	-0.10635608847387819	0.08770399290039052	-0.08770399290039087
Cytoplasm_Granularity_5_GFP	0.029088368086080063	1.904143509534606e-12	0.0014414739012570178	0.016158379708807152	0.15770919852702148	-0.15770919852702106
Cytoplasm_Granularity_5_RFP	0.015266931525493521	2.179214255049189e-06	0.0056152854233033475	-0.07717134890778499	0.037646689832150526	-0.03764668983215083
Cytoplasm_Granularity_6_DAPI	0.0607240321011564	1.1102230246251565e-16	0.006749081233866624	-0.06521650352978633	0.158587549293555	-0.158587549293555
Cytoplasm_Granularity_6_GFP	0.03022343115870063	5.919709167301335e-13	0.0030332732801674907	-0.012862294939943203	0.1389750198000551	-0.13897501980005486
Cytoplasm_Granularity_6_RFP	0.01355835037552533	1.163737040010826e-05	0.00502437230617644	-0.06726114823369321	0.04104939308216804	-0.041049393082168296
Cytoplasm_Granularity_7_DAPI	0.03495369952127292	4.440892098500626e-15	0.005885226583762701	-0.06441084938277948	0.10724740428558964	-0.10724740428558972
Cytoplasm_Granularity_7_GFP	0.019948292873705586	2.068551185896439e-08	0.0019686691251815432	-0.0010951178259406558	0.12005045438879482	-0.12005045438879455
Cytoplasm_Granularity_7_RFP	0.0068161411470623046	0.006973486447476085	0.0014019186773225332	-0.005377735306957954	0.0665650786828842	-0.06656507868288407
Cytoplasm_Granularity_8_DAPI	0.006686116364260197	0.007847358169824181	0.005700215976006792	-0.09469842241273377	-0.029120209237943326	0.029120209237942778
Cytoplasm_Granularity_8_GFP	0.012264198298360895	4.093536880866999e-05	0.00021515460100190924	0.0237754941544423	0.11147147107162804	-0.11147147107162766
Cytoplasm_Granularity_8_RFP	0.009177395448536685	0.000781989528564675	0.0013785958797820626	-0.001557026306560086	0.08081526953198814	-0.08081526953198798
Cytoplasm_Granularity_9_DAPI	0.0018006015906264494	0.4457760730461524	0.001381631956859259	-0.03480658833294152	-0.05584599351166265	0.055845993511662355
Cytoplasm_Granularity_9_GFP	0.0002442501560000476	0.9731392690021424	0.0011424626512177264	-0.019459156032257653	-0.007809078746241701	0.007809078746241585
Cytoplasm_Granularity_9_RFP	0.011876434659947144	5.95448596415471e-05	0.0020014519906748373	-0.009960290523731069	0.08563606979716416	-0.08563606979716402
Cytoplasm_Intensity_IntegratedIntensityEdge_DAPI	0.09074831220092539	1.1102230246251565e-16	-0.004444088342414468	0.006948341648111311	-0.25257893861879144	0.25257893861879094
Cytoplasm_Intensity_IntegratedIntensityEdge_GFP	0.04079393274337284	1.1102230246251565e-16	-0.000759580225869157	-0.03663110868606562	-0.19883033401424585	0.1988303340142452
Cytoplasm_Intensity_IntegratedIntensityEdge_RFP	0.04104147950050285	1.1102230246251565e-16	0.0024254421868306125	-0.09425013639702673	-0.23447036441487235	0.23447036441487135
Cytoplasm_Intensity_IntegratedIntensity_DAPI	0.1554375053275413	1.1102230246251565e-16	-0.012157030169902303	0.1308535288442052	-0.2305906753237856	0.23059067532378574
Cytoplasm_Intensity_IntegratedIntensity_GFP	0.11956541883270178	1.1102230246251565e-16	-0.012227964537080806	0.14564272803999587	-0.17420717518530124	0.17420717518530157
Cytoplasm_Intensity_IntegratedIntensity_RFP	0.07838382358195373	1.1102230246251565e-16	-0.00596026842431629	0.04118740161995041	-0.20758173416850012	0.20758173416849984
Cytoplasm_Intensity_LowerQuartileIntensity_DAPI	0.014553303920371352	4.3953341651858935e-06	0.0036484134858484566	-0.03863974943131641	0.07179642895304558	-0.07179642895304561
Cytoplasm_Intensity_LowerQuartileIntensity_GFP	0.03770666943969847	2.220446049250313e-16	0.010200064641846982	-0.14991194752441986	0.028329868568107014	-0.02832986856810772
Cytoplasm_Intensity_LowerQuartileIntensity_RFP	0.011707491316389373	7.008198051117187e-05	0.008057327154158675	-0.13882089342803133	-0.06159118896165591	0.06159118896165505
Cytoplasm_Intensity_MADIntensity_DAPI	0.013718651254554737	9.951470053781719e-06	0.006387903243840341	-0.09542764483193951	0.011388396072504761	-0.011388396072505226
Cytoplasm_Intensity_MADIntensity_GFP	0.07166378293270292	1.1102230246251565e-16	0.01198346024822436	-0.16345760569313267	0.08541231375718952	-0.08541231375719019
Cytoplasm_Intensity_MADIntensity_RFP	0.012011050592877326	5.2287397473871344e-05	0.006334518677642407	-0.09699655002308805	0.0015532221785253264	-0.0015532221785258121
Cytoplasm_Intensity_MassDisplacement_DAPI	0.00886120762609699	0.0010525640419272175	0.007120168632143353	-0.12406916271993065	-0.060167998712748236	0.06016799871274746
Cytoplasm_Intensity_MassDisplacement_GFP	0.00556448819325972	0.021428816484061586	-0.004990086178516455	0.08132940861131864	0.019024074373029387	-0.01902407437302893
Cytoplasm_Intensity_MassDisplacement_RFP	0.006852608602759824	0.006745998096407746	-0.006322554247717586	0.11110228452027782	0.057262190558235324	-0.057262190558234616
Cytoplasm_Intensity_MaxIntensityEdge_DAPI	0.06810525005759416	1.1102230246251565e-16	0.014220669949970578	-0.21236137947177486	0.025675577860318183	-0.02567557786031921
Cytoplasm_Intensity_MaxIntensityEdge_GFP	0.03239381874950997	6.294964549624638e-14	0.005042012937953965	-0.04982142789263744	0.11394644079452246	-0.11394644079452246
Cytoplasm_Intensity_MaxIntensityEdge_RFP	0.004106218124925509	0.0753599505618121	0.004526237691030109	-0.07568433577310824	-0.025137008864301785	0.02513700886430134
Cytoplasm_Intensity_MaxIntensity_DAPI	0.05671586319590616	1.1102230246251565e-16	0.013632772310371214	-0.207901491607797	0.006835884994328578	-0.006835884994329633
Cytoplasm_Intensity_MaxIntensity_GFP	0.004733757463202259	0.04422435137312897	-0.0033528450070647647	0.07449157230111961	0.09446833667475357	-0.09446833667475298
Cytoplasm_Intensity_MaxIntensity_RFP	0.0006338886393454368	0.8601030189140192	0.000867179392635046	-0.010145354175864419	0.013108813720948324	-0.013108813720948347
Cytoplasm_Intensity_MeanIntensityEdge_DAPI	0.0587537591589149	1.1102230246251565e-16	0.011744877813830408	-0.16644041823891756	0.058040087260296774	-0.058040087260297496
Cytoplasm_Intensity_MeanIntensityEdge_GFP	0.08026369120292831	1.1102230246251565e-16	0.012877894806624683	-0.17699996947467123	0.08626366121681703	-0.08626366121681775
Cytoplasm_Intensity_MeanIntensityEdge_RFP	0.021559538475623863	4.088002825142212e-09	0.01099283392349338	-0.1900924928704129	-0.08689243663200796	0.0868924366320068
Cytoplasm_Intensity_MeanIntensity_DAPI	0.030131208203921234	6.509237593377293e-13	0.00768133632616821	-0.1041693197495304	0.05724379082078092	-0.05724379082078132
Cytoplasm_Intensity_MeanIntensity_GFP	0.08804221384129063	1.1102230246251565e-16	0.010740424699980494	-0.12989619705322963	0.1449022256858234	-0.14490222568582373
Cytoplasm_Intensity_MeanIntensity_RFP	0.01313440510625452	1.7591094030544596e-05	0.007751207324838775	-0.12695871211765916	-0.0321353408029062	0.03213534080290548
Cytoplasm_Intensity_MedianIntensity_DAPI	0.015419001670353483	1.8759892819186774e-06	0.004640688618996311	-0.057269443410513834	0.057898990314582705	-0.057898990314582864
Cytoplasm_Intensity_MedianIntensity_GFP	0.0692924608478962	1.1102230246251565e-16	0.012930697563938236	-0.18441005215685038	0.05910500716864707	-0.05910500716864789
Cytoplasm_Intensity_MedianIntensity_RFP	0.012489363068238446	3.2914871870848295e-05	0.007782812365243682	-0.12923380328518747	-0.039499835886846246	0.0394998358868455
Cytoplasm_Intensity_MinIntensityEdge_DAPI	0.014076177206968077	7.015665123066839e-06	0.0037061756774387916	-0.040314354801024126	0.06855846581314838	-0.06855846581314842
Cytoplasm_Intensity_MinIntensityEdge_GFP	0.012277476052323655	4.041271649979361e-05	0.005915994006594782	-0.08756955783684221	0.01387410082605469	-0.013874100826055093
Cytoplasm_Intensity_MinIntensityEdge_RFP	0.03341532585856355	2.1871393585115584e-14	0.014153471402013677	-0.25283874146627144	-0.14517866155352097	0.1451786615535193
Cytoplasm_Intensity_MinIntensity_DAPI	0.01449645631975438	4.6474548969221985e-06	0.003702418802660505	-0.039761291975851	0.07059714391824534	-0.07059714391824537
Cytoplasm_Intensity_MinIntensity_GFP	0.012555621103639836	3.086708527832993e-05	0.0057738842375740845	-0.0841428089494925	0.018987109723054577	-0.018987109723054972
Cytoplasm_Intensity_MinIntensity_RFP	0.04590967490197184	1.1102230246251565e-16	0.01398622772945371	-0.22549653890483762	-0.04322119443259026	0.04322119443258898
Cytoplasm_Intensity_StdIntensityEdge_DAPI	0.04264827762132595	1.1102230246251565e-16	0.010399200283436424	-0.14999298919195142	0.04059563814639207	-0.04059563814639276
Cytoplasm_Intensity_StdIntensityEdge_GFP	0.0496578769920234	1.1102230246251565e-16	0.00637733782955769	-0.06430744530812765	0.1388089390367879	-0.13880893903678793
Cytoplasm_Intensity_StdIntensityEdge_RFP	0.00938462223738068	0.0006432341403108666	0.005507352654024755	-0.08374299004935687	0.0037692613774840955	-0.0037692613774845188
