Features	HET	Null	WT	Overall
Cytoplasm_Correlation_RWC_GFP_DAPI	0.015057425396485214	0.0037885116758692027	0.04420659807460461	0.021017511715653008
Cytoplasm_Texture_Correlation_DAPI_3_02_256	0.014947068115548757	0.008144502707499291	-0.014284263485576586	0.0029357691124904874
Cytoplasm_Correlation_Overlap_DAPI_RFP	0.014353619579619357	0.014312847444836253	-0.007107820363800589	0.007186215553551675
Nuclei_Texture_InfoMeas2_GFP_3_00_256	0.012949849857277086	0.01048405665659877	0.02419197877569443	0.01587529509652343
Nuclei_Texture_Contrast_DAPI_3_00_256	0.01188422309885966	0.0001639966693890485	-0.012512842631059394	-0.00015487428760356178
Cytoplasm_Texture_InverseDifferenceMoment_RFP_3_01_256	0.011645211125234412	-0.008344997546585709	0.0007114757749763479	0.001337229784541684
Nuclei_Texture_InfoMeas2_RFP_3_02_256	0.010938976449366929	0.007382785389267111	0.009747349141060247	0.009356370326564762
Cytoplasm_RadialDistribution_RadialCV_DAPI_2of4	0.010793183229927556	0.02778749781468096	-0.0016355860936232136	0.012315031650328434
Cells_Texture_SumVariance_DAPI_3_01_256	0.01032944589339978	0.011176781029970276	0.01276116504924362	0.011422463990871226
Nuclei_Correlation_RWC_RFP_GFP	0.009916053593227274	-0.0028693200775960774	0.006159466096618721	0.0044020665374166395
Nuclei_AreaShape_MajorAxisLength	0.009768205919582	-0.013654267213846133	0.007455002275753751	0.0011896469938298725
Nuclei_AreaShape_MinFeretDiameter	0.009749871679935926	0.012945511980967243	-0.0002873886236333578	0.007469331679089937
Cells_Texture_Correlation_DAPI_3_03_256	0.009683635889657004	-0.005175874941529816	-0.021450458787292584	-0.005647565946388465
Cytoplasm_Texture_InfoMeas1_GFP_3_00_256	0.009247065058321487	-0.0018907817437812302	0.009951629096226992	0.005769304136922416
Cytoplasm_Correlation_K_GFP_DAPI	0.009112912655719799	0.008039059778858217	0.006684898577160163	0.007945623670579391
Cytoplasm_Intensity_IntegratedIntensityEdge_CY5	0.008593090217378644	0.007986972321352145	-0.007920160272352449	0.00288663408879278
Cytoplasm_Texture_Correlation_DAPI_3_00_256	0.008341004569082768	-0.0012495500030585182	0.007897996817568339	0.004996483794530863
Cytoplasm_Texture_InfoMeas2_DAPI_3_01_256	0.008339183998782555	0.023132060066116473	0.015800415308952296	0.015757219791283774
Nuclei_Texture_Correlation_RFP_3_00_256	0.008285372429593468	0.0044972246293637	0.00974036039149583	0.0075076524834843325
Nuclei_Correlation_K_GFP_DAPI	0.008230352954629701	-0.009553906952138948	0.01266637165290736	0.0037809392184660374
Cells_Intensity_MaxIntensityEdge_DAPI	0.0072308161871451025	0.0015462734279659378	-0.0007841863824413559	0.0026643010775565614
Nuclei_Correlation_K_RFP_DAPI	0.007059626711841791	0.0005205806463252417	0.001154196827995593	0.002911468062054209
Cytoplasm_Intensity_MADIntensity_DAPI	0.007045259440529422	0.02671551430236968	0.009877218845000861	0.014545997529299989
Cells_Intensity_StdIntensityEdge_DAPI	0.006963177602246111	-0.006855379955757484	-0.002168348457246186	-0.0006868502702525198
Cells_Texture_InfoMeas2_RFP_3_03_256	0.006943298588905933	3.471400612483681e-05	0.0038386498439983304	0.0036055541463430336
Nuclei_Correlation_RWC_CY5_DAPI	0.006888182016936758	0.00037556273834542605	-0.0006420223205716012	0.0022072408115701944
Cytoplasm_Correlation_RWC_GFP_RFP	0.006775127951197858	6.130881541330142e-05	0.0014447451992067792	0.0027603939886059795
Nuclei_Texture_Correlation_RFP_3_02_256	0.006646396638911007	0.0005474396055995513	0.013387117648971408	0.006860317964493989
Nuclei_Texture_SumEntropy_RFP_3_00_256	0.006423396993097967	-0.0004427860107577028	0.01486949411850113	0.006950035033613799
Cells_Texture_Correlation_GFP_3_02_256	0.006219574983825715	0.03657141153488931	0.028334906604979903	0.02370863104123164
Nuclei_Texture_InverseDifferenceMoment_RFP_3_03_256	0.006187266990049953	0.0006440663548657518	-0.001992949095843595	0.0016127947496907033
Cytoplasm_Correlation_RWC_DAPI_CY5	0.006123295169489716	-0.0003729292721015301	-0.0002349962686985045	0.0018384565428965604
Cytoplasm_AreaShape_BoundingBoxArea	0.00604949525572036	0.0008906654587191727	0.0007969064369447618	0.002579022383794765
Cells_Texture_Correlation_DAPI_3_01_256	0.005825447734432383	0.0032259435119762867	-0.008392517239559803	0.00021962466894962242
Nuclei_Texture_Contrast_DAPI_3_02_256	0.00581986261130339	0.002798686342893333	-0.007520934155849104	0.0003658715994492064
Nuclei_Texture_Correlation_GFP_3_00_256	0.005536296284570491	0.0010520779867633512	0.020607752456618573	0.009065375575984138
Cytoplasm_Texture_Contrast_RFP_3_03_256	0.005465870692417337	-0.007223948384417584	0.0032449650657590066	0.0004956291245862533
Cells_RadialDistribution_MeanFrac_RFP_4of4	0.005443679443233707	0.0005023891307388459	0.00292695745616458	0.0029576753433790443
Cytoplasm_Intensity_MeanIntensityEdge_CY5	0.005205841796362304	-0.01131021186796182	0.027620038059887032	0.007171889329429172
Nuclei_RadialDistribution_RadialCV_GFP_4of4	0.005016952310072573	-0.0011444704307705447	0.009579144596559749	0.004483875491953926
Cells_Correlation_RWC_DAPI_CY5	0.004907663755858936	0.002378456906743403	0.0011791221858680465	0.002821747616156795
Cytoplasm_RadialDistribution_MeanFrac_DAPI_3of4	0.004803621089629259	-0.007302829080767579	0.03138945145998047	0.009630081156280716
Nuclei_Intensity_IntegratedIntensity_GFP	0.004753605917560343	0.0014576879413204947	-0.04458779988955487	-0.012792168676891346
Cytoplasm_Texture_Correlation_GFP_3_00_256	0.004534791106525441	-0.008279058820111134	0.004420774764039325	0.0002255023501512105
Nuclei_Intensity_MADIntensity_GFP	0.004424402653334361	-0.01199708411865543	0.034027782662948404	0.008818367065875778
Nuclei_RadialDistribution_MeanFrac_CY5_4of4	0.004393568238987958	0.00336568620883381	0.0021330163855468446	0.0032974236111228713
Nuclei_Intensity_LowerQuartileIntensity_DAPI	0.0043904746311932	-0.01359557762716528	0.019312450754820364	0.0033691159196160944
Nuclei_AreaShape_Zernike_4_4	0.004296450708716105	0.012973546996354083	0.0017497846753966788	0.006339927460155623
Nuclei_Correlation_RWC_DAPI_CY5	0.004181881878140582	-0.004608365179803581	0.005107297387197718	0.001560271361844906
Cytoplasm_RadialDistribution_RadialCV_DAPI_4of4	0.004101975015478075	-0.0007191500725324245	0.002164204859330208	0.0018490099340919529
Nuclei_Intensity_MinIntensity_GFP	0.00407653178433715	0.0071686659842787465	-0.022582205066861955	-0.003779002432748686
Cytoplasm_Texture_DifferenceEntropy_GFP_3_00_256	0.003992663546617278	-0.030261268539910034	-0.027444627702707645	-0.0179044108986668
Cytoplasm_Texture_DifferenceEntropy_GFP_3_02_256	0.0038961906050767633	-0.03528875139620932	-0.04534910193624887	-0.025580554242460477
Nuclei_Intensity_MaxIntensity_RFP	0.0036337579149474213	0.0016777737720270174	0.008645313457784713	0.0046522817149197175
Cells_Correlation_K_DAPI_GFP	0.0036301695885948664	-0.009082257121578506	-0.0028321979291952605	-0.0027614284873929665
Cytoplasm_Texture_Contrast_GFP_3_01_256	0.0036221337898665724	-0.006124268083586855	-0.0007233480047833976	-0.0010751607661678934
Cytoplasm_Intensity_MedianIntensity_GFP	0.003537249057136959	0.004678536497840771	0.03507714735921018	0.014430977638062637
Cytoplasm_Correlation_Overlap_DAPI_GFP	0.0035010975574719773	0.0010988398172206116	-0.005081573986139801	-0.00016054553714907067
Cytoplasm_Texture_Contrast_GFP_3_03_256	0.003458717040279548	-0.007611930856866593	0.001151625573294626	-0.0010005294144308063
Nuclei_Intensity_IntegratedIntensity_DAPI	0.003447955749003806	0.003815441622491005	-0.0038246919933208195	0.0011462351260579972
Nuclei_Intensity_MaxIntensity_DAPI	0.0033488014440663546	-0.0020666855372277787	0.0014153079879676426	0.0008991412982687396
Cytoplasm_AreaShape_MinorAxisLength	0.0032751643754758844	0.005857886855966959	-0.004615015742327243	0.0015060118297052002
Cytoplasm_Intensity_IntegratedIntensity_DAPI	0.0031872789011032497	-0.002708828830377912	0.010407789270919694	0.0036287464472150102
Nuclei_RadialDistribution_MeanFrac_DAPI_2of4	0.0030779818847024125	0.006530045116468766	0.0001475052100686726	0.0032518440704132844
Nuclei_Intensity_MinIntensityEdge_GFP	0.0030623374680872066	0.0013170003891037777	-0.007016031522749683	-0.0008788978885195661
Cytoplasm_Texture_InverseDifferenceMoment_GFP_3_02_256	0.0028174126782392244	0.026410511691240868	0.04267208126712714	0.02396666854553574
Cytoplasm_AreaShape_MajorAxisLength	0.0027991697786648667	-0.001497134151385653	-0.0015096215736832264	-6.91953154680042e-05
Nuclei_Correlation_RWC_DAPI_RFP	0.0027121012927468664	-0.006224049051060747	0.0009146845927145034	-0.000865754388533126
Nuclei_Texture_Contrast_RFP_3_00_256	0.002628156839463799	0.0030832340096434195	-0.00348610808454288	0.0007417609215214462
Cells_RadialDistribution_MeanFrac_CY5_2of4	0.0025859182951862405	0.0010478202706701541	-0.00044732343483092036	0.0010621383770084915
Cells_RadialDistribution_RadialCV_CY5_2of4	0.0025624002318538923	0.0005617866342806357	-0.002061333502344361	0.00035428445459672237
Cells_Texture_InfoMeas1_GFP_3_02_256	0.002550224327842645	0.002041333603366987	-0.0008168234466772627	0.0012582448281774562
Nuclei_Intensity_MADIntensity_CY5	0.0025223552589847165	0.008278114100062007	0.0020452193951052476	0.00428189625138399
Nuclei_RadialDistribution_MeanFrac_GFP_3of4	0.0024807559155104147	0.003827338766829571	-0.0007894293189017787	0.0018395551211460692
Cells_Intensity_StdIntensityEdge_CY5	0.0023242341901528237	-0.019555726394188542	0.011355602898300274	-0.001958629768578482
Nuclei_AreaShape_Solidity	0.002188339603451176	0.005614991879955794	-0.007889292884973597	-2.8653800522209297e-05
Nuclei_Texture_Contrast_RFP_3_02_256	0.0021817404414898513	0.005925371721954731	-0.007033683898760395	0.00035780942156139577
Cells_RadialDistribution_FracAtD_CY5_1of4	0.0021770916139870738	2.4065198279698454e-05	-0.0012693382349107862	0.0003106061924519953
Nuclei_Correlation_Correlation_CY5_DAPI	0.0021616160798043817	-0.0033350676386722086	0.007297438429112733	0.002041328956748302
Cells_Texture_Contrast_DAPI_3_00_256	0.002053961244729599	-0.024225769081282746	0.017447114837751614	-0.001574897666267178
Cytoplasm_Intensity_MADIntensity_RFP	0.0020448716544713423	-0.0046713162297678116	-0.010863593489467417	-0.004496679354921295
Nuclei_AreaShape_Zernike_2_2	0.0020187593619516563	-0.0014920982169785656	-0.0114749651626488	-0.00364943467255857
Cells_Intensity_IntegratedIntensityEdge_GFP	0.0019958360216510806	0.0003175190500345153	-0.009327929613387248	-0.0023381915139005505
Cytoplasm_RadialDistribution_RadialCV_CY5_2of4	0.0019761960517610507	-0.0008548105887851971	0.0028890393021553697	0.0013368082550437412
Cytoplasm_Texture_InverseDifferenceMoment_RFP_3_03_256	0.0019721572039458116	-0.003566628341435186	-0.001090202586727249	-0.0008948912414055412
Nuclei_Texture_DifferenceEntropy_RFP_3_02_256	0.001965609179767372	0.00012106066373014757	-0.00023266342481564282	0.0006180021395606256
Cytoplasm_Intensity_LowerQuartileIntensity_RFP	0.001907933198936951	-0.0036987786663344054	-0.005223110851009344	-0.002337985439468933
Cells_RadialDistribution_MeanFrac_DAPI_4of4	0.001886519383284447	-0.0031302601053695674	0.022521434550893327	0.0070925646096027355
Cytoplasm_Intensity_MaxIntensityEdge_CY5	0.001842045314516546	-0.0004443660915516634	0.0016470688095709838	0.0010149160108452887
Cells_Neighbors_FirstClosestDistance_Adjacent	0.0018350036342163363	-0.0009715645410961419	0.0003923207544949999	0.00041858661587173147
Cells_Correlation_K_DAPI_RFP	0.0017957412370539127	-0.018591625967593874	0.00372776302428719	-0.004356040568750924
Cells_Granularity_2_RFP	0.0017752051602898443	-0.0003298812702897961	0.00012871628790433006	0.0005246800593014594
Cells_RadialDistribution_RadialCV_CY5_4of4	0.001772202879475794	0.00503202582159511	0.0032846100665935296	0.0033629462558881448
Cytoplasm_Correlation_Correlation_DAPI_GFP	0.0017236596754319137	2.0030106038412303e-05	0.0016392908443907104	0.0011276602086203456
Cytoplasm_Texture_Correlation_GFP_3_03_256	0.0017092814421871604	-0.016065120069556307	-0.01013913403129982	-0.00816499088622299
Cytoplasm_Texture_InfoMeas1_GFP_3_03_256	0.001650678066127535	-0.005912926155328753	0.017671204513014974	0.004469652141271252
Nuclei_Intensity_MADIntensity_DAPI	0.0016438245201172042	-0.0016201967835827913	0.011456203414017992	0.0038266103835174685
Cytoplasm_RadialDistribution_RadialCV_CY5_1of4	0.0016340339268035861	-0.0024073173616618745	0.0004150531026213388	-0.00011941011074564983
Cytoplasm_RadialDistribution_RadialCV_GFP_2of4	0.001594736915512743	0.0002705793792671152	9.089902583324461e-05	0.000652071773537701
Nuclei_Correlation_RWC_GFP_RFP	0.0015889663139890724	0.040326455886821495	0.019525391167341248	0.02048027112271727
Nuclei_AreaShape_Zernike_5_1	0.0015513920563605724	-0.0006288091649684209	0.00456366137426813	0.0018287480885534272
Cytoplasm_Texture_Correlation_GFP_3_01_256	0.0015304719405053945	-0.019100102699271374	-0.009120477471509883	-0.008896702743425288
Cells_Correlation_Costes_DAPI_RFP	0.0015273211942577513	0.003361322380328366	0.013538529376120139	0.006142390983568752
Cells_Intensity_MassDisplacement_RFP	0.0014736590003424134	-0.013287285020321471	0.010964650788501009	-0.0002829917438260162
Nuclei_RadialDistribution_RadialCV_DAPI_4of4	0.0014166761755380576	0.006212098795337201	-0.0032138515522898256	0.0014716411395284776
Nuclei_AreaShape_Zernike_8_8	0.0013774677725862646	0.011011694381128923	0.0022928000690407625	0.004893987407585316
Nuclei_Texture_Correlation_GFP_3_02_256	0.0013616792009497546	-0.000693135563300488	0.01765210459794627	0.006106882745198512
Cytoplasm_AreaShape_Zernike_4_0	0.0013536846750110208	0.0009856098295080746	-0.0003866822237371223	0.0006508707602606577
Cells_RadialDistribution_FracAtD_DAPI_1of4	0.0013374800780655627	0.00048732510066558935	-0.007589924413091307	-0.001921706411453385
Cells_AreaShape_FormFactor	0.0013169832471927817	0.0001428684338081389	-0.039014534226341956	-0.012518227515113679
Cells_Granularity_1_GFP	0.0013144848968125115	0.013578766320094755	0.02031381291158451	0.011735688042830593
Nuclei_AreaShape_FormFactor	0.0013019116938095422	-0.014630543892059169	0.00046855461731541085	-0.004286692526978072
Cytoplasm_Correlation_K_DAPI_CY5	0.0012959324580404598	-0.02069435137164186	0.008120018083338404	-0.003759466943420999
Nuclei_Texture_DifferenceEntropy_RFP_3_01_256	0.0012485193516610252	-0.0008423720258387161	-0.0005861481815712269	-6.000028524963928e-05
Cytoplasm_RadialDistribution_MeanFrac_CY5_2of4	0.0012362950838931146	0.0019418400856110196	-0.0012455993728547508	0.0006441785988831278
Cells_AreaShape_Zernike_2_0	0.0012078415190422212	0.003298108928074751	0.0005722825697500141	0.0016927443389556619
Nuclei_RadialDistribution_MeanFrac_DAPI_3of4	0.0011762213826236514	-0.014576553799698808	0.0005295277169941264	-0.004290268233360344
Nuclei_RadialDistribution_MeanFrac_GFP_4of4	0.0011618785874793918	0.004414203435301463	0.0005964375708535842	0.0020575065312114795
Cells_RadialDistribution_FracAtD_RFP_3of4	0.001148487364126581	-0.000690892440433397	-0.0009686120384386274	-0.00017033903824848113
Nuclei_RadialDistribution_RadialCV_RFP_1of4	0.0011289661503752538	-0.002165496881338046	-0.00024761642487472013	-0.00042804905194583745
Cells_RadialDistribution_MeanFrac_CY5_1of4	0.0011200490881947116	6.845465931004621e-05	6.725733844238886e-05	0.0004185870286490489
Nuclei_Correlation_K_DAPI_GFP	0.0011165137756283705	-0.0009128178601550781	0.002036042883250719	0.0007465795995746705
Cells_Correlation_RWC_GFP_DAPI	0.0010911373136632786	0.012340585540906418	-0.022557573354571606	-0.003041950166667303
Cells_RadialDistribution_MeanFrac_CY5_3of4	0.001058709793152965	0.007515841078643993	-0.0016381030187841016	0.002312149284337619
Cytoplasm_RadialDistribution_RadialCV_GFP_4of4	0.0010552111800759736	-8.110145906689335e-05	-0.0010742895322095407	-3.339327040015349e-05
Cytoplasm_RadialDistribution_MeanFrac_CY5_3of4	0.0010522528829570112	-0.00033557750718776806	-0.00025982288499194214	0.00015228416359243366
Cytoplasm_RadialDistribution_FracAtD_DAPI_4of4	0.0010439691171856122	0.0007840270910694768	0.0057303496499371545	0.0025194486193974145
Cytoplasm_Correlation_RWC_DAPI_RFP	0.000997177844212088	0.0004867733103429647	-0.0011653596771125316	0.00010619715914750702
Cells_RadialDistribution_MeanFrac_RFP_1of4	0.0009763747335373782	-0.0011586493191283879	-0.0021621529682452237	-0.0007814758512787444
Cells_Intensity_MADIntensity_CY5	0.0009115403702345653	0.002341986963759063	0.00026378618173664994	0.0011724378385767594
Cytoplasm_Texture_InfoMeas1_GFP_3_01_256	0.0009002666180226807	-0.003960585363989483	0.013802013380274125	0.003580564878102441
Cytoplasm_RadialDistribution_MeanFrac_GFP_3of4	0.0008968905409705736	-0.0010986772400656097	0.004383154238722331	0.001393789179875765
Nuclei_Texture_DifferenceEntropy_RFP_3_03_256	0.0008937345496327544	-0.004583039443369918	-0.007320163784208597	-0.0036698228926485867
Cytoplasm_Intensity_MaxIntensity_DAPI	0.0008911445532291424	-0.0004515732225283707	0.0046213942775881365	0.001686988536096303
Cells_Texture_InfoMeas1_GFP_3_03_256	0.0008786032852484431	0.005708960700797646	-0.007834452587929088	-0.00041562953396099937
Cytoplasm_RadialDistribution_FracAtD_GFP_1of4	0.0008279040698605779	-0.00041221904510091624	-0.00011405472659590767	0.00010054343272125133
Cytoplasm_Intensity_IntegratedIntensity_RFP	0.0007879091872067807	-0.004776517196166869	-0.005401221827897622	-0.0031299432789525703
Nuclei_AreaShape_Zernike_0_0	0.0007666644578550707	-0.034111858038024745	-0.021951490891793726	-0.018432228157321134
Nuclei_RadialDistribution_MeanFrac_DAPI_1of4	0.0007625083581567928	0.0007385041625824558	-2.632612978874282e-05	0.0004915621303168352
Cytoplasm_AreaShape_Zernike_9_5	0.0007585185199192153	-5.888031238876455e-05	-0.0011375589666570024	-0.0001459735863755172
Cells_RadialDistribution_RadialCV_DAPI_3of4	0.0007212629049056652	-0.004230328530523323	0.0030540709558182512	-0.00015166488993313557
Nuclei_RadialDistribution_RadialCV_CY5_3of4	0.0007205028694185569	0.006188389428742568	-0.00975715122251535	-0.0009494196414514084
Cytoplasm_Texture_Contrast_RFP_3_01_256	0.0007190708887999668	-0.005870560239984183	0.011131869589587241	0.001993460079467675
Cells_Texture_InfoMeas2_RFP_3_00_256	0.0007069812084073222	0.0014399296542676149	0.0019318181504768702	0.0013595763377172692
Nuclei_RadialDistribution_RadialCV_GFP_1of4	0.0007028413820588505	0.0008332751568768407	0.0011748741824909334	0.000903663573808875
Cells_RadialDistribution_RadialCV_GFP_1of4	0.000696864639088989	-0.0003248188721911838	-7.64146550351449e-05	9.85437039542201e-05
Nuclei_Texture_Correlation_DAPI_3_01_256	0.0006683653412021702	0.0025771033121636915	0.008089397253724349	0.0037782886356967373
Nuclei_RadialDistribution_FracAtD_RFP_2of4	0.0006587714732479875	0.011414780158973202	-0.000612849655400911	0.0038202339922734263
Nuclei_Texture_Contrast_RFP_3_03_256	0.0006553713753344987	-0.003155072383093376	0.0001591110740590713	-0.000780196644566602
Nuclei_Texture_Correlation_DAPI_3_03_256	0.0006451442132075216	0.001193477155480602	0.012206581612544917	0.00468173432707768
Cytoplasm_AreaShape_Zernike_8_0	0.0006268233116760527	3.8315671319610485e-05	-4.0105702003417924e-05	0.0002083444269974151
Nuclei_Correlation_RWC_RFP_DAPI	0.0006080529113973445	-8.91392526737036e-05	-4.6765225042182104e-05	0.00015738281122715294
Cytoplasm_Correlation_RWC_CY5_RFP	0.0005917726172132118	-0.004722895840886169	-0.005262776285260351	-0.003131299836311103
Nuclei_Intensity_MedianIntensity_RFP	0.0005881391884238023	0.008785386695155857	-0.03889566778487519	-0.009840713967098508
Nuclei_RadialDistribution_MeanFrac_RFP_2of4	0.0005874734869281244	-0.0016412450272795343	0.0006219979777232699	-0.00014392452087604667
Cytoplasm_Texture_SumVariance_DAPI_3_03_256	0.0005852541214253946	0.0030952488371924322	-0.006344245398791869	-0.0008879141467246808
Nuclei_Granularity_1_GFP	0.000563407877429477	-0.0018072062153800786	-0.00041110251540895184	-0.0005516336177865177
Cytoplasm_RadialDistribution_FracAtD_CY5_2of4	0.0005337742725614561	-0.0022459923511950427	-0.005193069903463747	-0.002301762660699111
Cells_Intensity_MassDisplacement_DAPI	0.0005277015893940142	-4.475887171266288e-05	0.0009813372014004127	0.000488093306360588
Cells_Correlation_RWC_DAPI_RFP	0.0005061475720784905	0.003956676866826521	0.0019857328905313176	0.00214951910981211
Nuclei_Granularity_1_CY5	0.0004861221291019051	0.0029548649385342496	-0.0014225524155147232	0.000672811550707144
Nuclei_Correlation_Overlap_DAPI_GFP	0.00048456899900073554	0.00540339446861363	0.011844767638476441	0.005910910368696936
Cytoplasm_Correlation_RWC_RFP_DAPI	0.0004790873733884331	0.026173937038265618	-0.03411124195300177	-0.0024860725137825722
Cytoplasm_Texture_Contrast_DAPI_3_01_256	0.0004298500885837391	-0.01182200399531138	0.004917249148378475	-0.002158301586116389
Nuclei_RadialDistribution_FracAtD_DAPI_3of4	0.00042425204365766474	0.0032411767476177708	4.307661510108216e-05	0.0012361684687921726
Nuclei_AreaShape_Zernike_7_1	0.0004221357450142622	-0.00026703828725374817	0.0001828254511721922	0.00011264096964423542
Nuclei_Intensity_StdIntensityEdge_DAPI	0.00041938199023781614	-0.0055641399509064006	-0.0007643816385105887	-0.001969713199726391
Cells_AreaShape_Zernike_4_2	0.00041455451619450064	8.539938920796017e-05	-0.0012284246969128893	-0.00024282359717014282
Cytoplasm_Intensity_IntegratedIntensityEdge_GFP	0.0003868261052987238	0.007489539562270676	0.00029447047975702053	0.002723612049108807
Cytoplasm_Correlation_K_DAPI_GFP	0.00038413827449086294	-0.02676990909383418	0.06844780521373514	0.01402067813146394
Nuclei_RadialDistribution_MeanFrac_CY5_1of4	0.00037984610415791106	-0.0012276959321950332	0.0004967325920240086	-0.00011703907867103781
Nuclei_Correlation_RWC_GFP_CY5	0.00037157326350534145	0.015492585934057083	0.0034170133450934096	0.006427057514218611
Cytoplasm_Texture_InfoMeas1_GFP_3_02_256	0.0003606849639357532	-0.002713739567610679	0.018435874178891337	0.00536093985840547
Cytoplasm_Texture_Contrast_GFP_3_02_256	0.0003534278043135456	-0.0008276584884155164	0.008206825815016191	0.00257753171030474
Nuclei_RadialDistribution_MeanFrac_RFP_3of4	0.00035155152584887114	0.00825530747055695	0.003690780429164025	0.004099213141856615
Cells_Intensity_MeanIntensityEdge_RFP	0.0003459394392897879	-0.0014026056087748184	0.007808446191324123	0.002250593340613031
Cytoplasm_Correlation_Costes_RFP_DAPI	0.00032076670038443	0.002754568345442744	0.0022000863031185957	0.0017584737829819232
Cells_Intensity_LowerQuartileIntensity_DAPI	0.00030730878360022524	-0.0018859875895008535	-0.005978504852170326	-0.002519061219356985
Nuclei_RadialDistribution_RadialCV_CY5_1of4	0.0003032101360363675	0.0035760165333496617	0.0020967812128578475	0.0019920026274146256
Nuclei_AreaShape_Zernike_8_6	0.00030189220964699193	0.0004579610787548408	-2.432807462065153e-05	0.00024517507126039373
Nuclei_RadialDistribution_MeanFrac_GFP_1of4	0.00029119012837064775	-4.781727225905014e-05	-0.0012978213114795939	-0.00035148281845599874
Cytoplasm_AreaShape_Zernike_3_1	0.0002833949249234972	2.8092952334432063e-05	7.998853819997095e-05	0.00013049213848596674
Cytoplasm_AreaShape_Zernike_5_1	0.00027832631585665514	4.917043424545999e-05	6.203765525241384e-05	0.00012984480178484297
Nuclei_AreaShape_Zernike_6_0	0.00027789624985056024	0.00012132342972462623	-8.168204432504743e-05	0.00010584587841671303
Cytoplasm_RadialDistribution_RadialCV_GFP_3of4	0.0002761049824676008	0.0024028757434437103	-0.0011278684564705614	0.0005170374231469166
Cells_RadialDistribution_FracAtD_RFP_1of4	0.0002700371364801341	0.0011786547186977863	0.0011684022793362362	0.0008723647115047189
Cytoplasm_Correlation_RWC_RFP_GFP	0.0002546379908634452	0.02534142709398674	0.024700409544595094	0.016765491543148426
Cells_RadialDistribution_FracAtD_CY5_3of4	0.00024944801129997727	0.0017487347412828928	-0.002158549691102319	-5.3455646173149705e-05
Nuclei_AreaShape_Zernike_5_3	0.0002468820623008855	0.0013298785513063277	9.352171660749367e-05	0.0005567607767382356
Cytoplasm_Texture_Contrast_DAPI_3_03_256	0.0002401809254806259	-0.010102607701233153	0.0009129936289972977	-0.002983144382251743
Nuclei_AreaShape_Zernike_6_6	0.00023999599084272946	0.003297572106916669	0.0014001187378283166	0.0016458956118625715
Nuclei_RadialDistribution_FracAtD_CY5_4of4	0.000234290246153896	0.0014814445881778232	-0.0008625298398202409	0.00028440166483715944
Cytoplasm_RadialDistribution_MeanFrac_RFP_3of4	0.00023059321655731363	0.004713904310274869	-0.0007237965085032393	0.0014069003394429813
Nuclei_AreaShape_Zernike_9_9	0.0002250925412580487	0.0014571946042318204	-0.001075622848040442	0.00020222143248314236
Cytoplasm_Correlation_K_DAPI_RFP	0.00021688203692422063	0.05698722891052987	0.009706736055721454	0.02230361566772518
Cytoplasm_RadialDistribution_MeanFrac_RFP_1of4	0.00020751623880224445	0.0012913969877396418	-0.0001588847424371268	0.0004466761613682532
Cells_Texture_InfoMeas2_RFP_3_02_256	0.00020641969231640722	0.0014030320497667064	-0.00041472615714030335	0.00039824186164760344
