Features	HET	Null	WT	Overall
Nuclei_AreaShape_Zernike_4_4	0.004339012720302479	0.0024653828000733204	0.0005353407863967935	0.002446578768924198
Cytoplasm_Texture_InverseDifferenceMoment_RFP_3_01_256	0.00432246971686232	0.0026182959117518434	0.0007031612028456573	0.002547975610486607
Cells_RadialDistribution_FracAtD_GFP_2of4	0.004289374284411535	0.004531241791899295	0.000831076740418608	0.003217230938909813
Cytoplasm_Texture_Correlation_DAPI_3_02_256	0.004219627783738862	0.0020502412909501576	0.0017180435531585624	0.002662637542615861
Nuclei_Texture_InfoMeas1_RFP_3_00_256	0.004188806542511781	0.004809879774275189	0.0008080646092088157	0.0032689169753319287
Cytoplasm_AreaShape_FormFactor	0.004167013681343012	0.005592730175856252	0.015057166750487879	0.008272303535895713
Cytoplasm_Intensity_MassDisplacement_DAPI	0.004161018809476725	0.0033971418986677897	0.00010993562263677743	0.0025560321102604307
Cells_RadialDistribution_MeanFrac_RFP_4of4	0.00415131507487414	0.0017828738531957032	0.0012438762068011737	0.002392688378290339
Cells_Texture_Correlation_DAPI_3_00_256	0.004137621778726787	0.0008024980362790173	0.00436389225791537	0.0031013373576403917
Cytoplasm_AreaShape_Solidity	0.004081610491523845	0.0034958862364505698	0.009014196295845291	0.005530564341273236
Cells_Correlation_Correlation_DAPI_RFP	0.004058239002299176	0.0016288136395695412	0.0037352305228400416	0.0031407610549029196
Cells_Correlation_Overlap_DAPI_RFP	0.004041753102629469	0.0017064664039862661	0.0016654316044121295	0.002471217037009288
Cytoplasm_Correlation_Overlap_DAPI_RFP	0.004025085205061094	0.0018867633121987248	0.0006646905384296285	0.002192179685229816
Nuclei_Intensity_MaxIntensity_RFP	0.003979547889493633	0.003407998600947431	0.003373800846270134	0.003587115778903733
Nuclei_Intensity_MinIntensity_DAPI	0.003924658797226964	0.0016893647747804029	0.006962470665632539	0.004192164745879968
Cytoplasm_RadialDistribution_MeanFrac_GFP_4of4	0.0038460183952057085	0.0037724888010954886	0.0016659434979092557	0.003094816898070151
Nuclei_Intensity_MeanIntensityEdge_GFP	0.003813066009536637	0.008357516323116923	0.005355626920162361	0.00584206975093864
Cells_Intensity_IntegratedIntensityEdge_GFP	0.0037863422168855315	0.0002863457558122104	0.002036226652680132	0.0020363048751259583
Cytoplasm_RadialDistribution_MeanFrac_DAPI_4of4	0.003758629075749192	0.0001550975756725189	0.0026916161990517655	0.0022017809501578257
Nuclei_Correlation_K_RFP_DAPI	0.0037492216020873852	0.00028388103836202454	0.0027513791234878176	0.0022614939213124094
Cells_Texture_Correlation_DAPI_3_02_256	0.003730198749382614	0.0009574352089531549	0.0037324319389082624	0.0028066886324146765
Cells_Texture_InverseDifferenceMoment_DAPI_3_02_256	0.0037159396261709807	0.0020446315487832713	0.001262139987751293	0.0023409037209018483
Cells_Correlation_RWC_CY5_DAPI	0.0037009288367963206	0.002682052059146666	3.6516564309403305e-06	0.0021288775174579757
Nuclei_Correlation_K_GFP_RFP	0.0036011754608985497	0.0010180928918528075	0.004246886902177692	0.00295538508497635
Cytoplasm_RadialDistribution_MeanFrac_DAPI_3of4	0.003597209601238877	0.0018417301567209769	0.004334785704931785	0.003257908487630546
Nuclei_Correlation_Overlap_CY5_RFP	0.0034845488625997317	0.0018505581405904158	0.0008057808408927466	0.002046962614694298
Nuclei_Correlation_Correlation_CY5_GFP	0.003471651215687871	0.0005481810034681731	0.0011093935361151087	0.0017097419184237174
Nuclei_Intensity_IntegratedIntensity_DAPI	0.0033979393229035854	0.003496093017955767	0.007681954232304372	0.004858662191054575
Nuclei_Correlation_RWC_GFP_CY5	0.00338488012672787	0.0024234701909806185	0.003323066751725915	0.003043805689811468
Cells_Texture_InfoMeas1_RFP_3_00_256	0.003375457035891048	0.0007075826199849446	0.0027123618074402934	0.0022651338211054288
Nuclei_Intensity_MADIntensity_CY5	0.003349850256740753	0.0010173028781529528	0.0002430093200299033	0.0015367208183078697
Nuclei_Texture_Correlation_RFP_3_02_256	0.0033434446411550454	0.00019603542945084614	0.0038543451624369917	0.0024646084110142943
Cells_RadialDistribution_FracAtD_RFP_1of4	0.0033367263820213524	0.0019298729094257045	0.00035354865451648075	0.0018733826486545125
Cytoplasm_Correlation_RWC_RFP_GFP	0.0032926058731996594	0.006446694326765965	0.0047460009020501666	0.00482843370067193
Nuclei_Correlation_K_RFP_GFP	0.00327773370465329	0.0004987192843018607	0.0032167961562298408	0.002331083048394997
Nuclei_Texture_Correlation_RFP_3_00_256	0.003274129528743446	0.001848043978736426	0.003491308972130527	0.0028711608265367997
Nuclei_Texture_Contrast_DAPI_3_00_256	0.0032652615591428147	2.047707610514034e-05	0.0005777948740780636	0.0012878445031086728
Nuclei_Correlation_RWC_DAPI_RFP	0.003229990229150122	0.002368869545982885	0.0009472982690844287	0.002182052681405812
Cytoplasm_Intensity_MeanIntensityEdge_CY5	0.003208331817766951	0.0013163361673307528	0.004423894417483394	0.002982854134193699
Nuclei_Texture_SumEntropy_RFP_3_00_256	0.0031952501742470397	0.0002829511156093908	0.004284312856537522	0.0025875047154646507
Cells_Correlation_K_GFP_DAPI	0.0031198069971190294	0.0009464116616854679	0.0030334613879487086	0.002366560015584402
Nuclei_Intensity_IntegratedIntensity_GFP	0.003059790026811983	0.003201713041141253	0.004320708085643978	0.003527403717865738
Cells_Correlation_Costes_DAPI_RFP	0.003059699926601936	0.0031336220474251684	0.00873536989051085	0.004976230621512652
Cells_Intensity_StdIntensityEdge_DAPI	0.0030090668594942964	0.0016235612968040498	0.000327112750841945	0.0016532469690467638
Nuclei_Intensity_IntegratedIntensityEdge_RFP	0.002943522358846601	0.003958193106425161	0.0045687497395447375	0.0038234884016055
Cytoplasm_Correlation_RWC_GFP_RFP	0.002943211453084803	0.001372933875190146	0.0012171662243774266	0.0018444371842174588
Nuclei_RadialDistribution_RadialCV_GFP_4of4	0.0029189092345124207	0.0008144395613967223	0.0018421216252592007	0.001858490140389448
Cells_Texture_Correlation_RFP_3_02_256	0.0028640045826293387	0.0012223030589782792	1.0137243046952501e-05	0.0013654816282181901
Nuclei_RadialDistribution_MeanFrac_CY5_4of4	0.0028546818097338624	0.004064705932893101	0.0015133635256777387	0.0028109170894349013
Cytoplasm_Intensity_MassDisplacement_RFP	0.002820119478789441	0.004036332340601042	0.002994549159017286	0.00328366699280259
Nuclei_Texture_InfoMeas2_GFP_3_00_256	0.0028175412665103683	0.0034432053544093716	0.0050690398010884	0.003776595474002713
Nuclei_RadialDistribution_MeanFrac_DAPI_2of4	0.002793693980478186	0.00140494960676442	0.00011272282918938176	0.0014371221388106625
Cytoplasm_Texture_Contrast_RFP_3_00_256	0.002763465856417524	0.0014939792641391442	0.0004347998281721955	0.0015640816495762879
Nuclei_Correlation_RWC_DAPI_GFP	0.00276141410112883	0.0025709679577926555	0.004100025177890716	0.0031441357456040674
Cytoplasm_RadialDistribution_RadialCV_DAPI_2of4	0.0027457857469720035	0.0024330402452715483	7.223452350309527e-05	0.0017503535052488823
Cells_Intensity_MaxIntensityEdge_DAPI	0.0027414577357568475	0.0008383629140939746	0.00016489825732698092	0.0012482396357259343
Cytoplasm_Texture_InfoMeas2_DAPI_3_01_256	0.00273089953829216	0.005643668648083895	0.003324959531507623	0.003899842572627893
Nuclei_Intensity_StdIntensityEdge_RFP	0.00272725797574256	0.003942301668689633	0.0016883824372293235	0.002785980693887172
Nuclei_Granularity_1_DAPI	0.002708339121844807	0.0025328696017861037	0.0036354134193949798	0.0029588740476752967
Cytoplasm_Correlation_K_GFP_DAPI	0.0026547165341511266	0.002907274194922333	0.0023034861067226975	0.0026218256119320527
Nuclei_Texture_InfoMeas2_RFP_3_02_256	0.002652971160433046	0.002161474820772992	0.0029969698943008456	0.002603805291835628
Nuclei_Intensity_IntegratedIntensity_RFP	0.0026148555565369057	0.003158308666793513	0.0057759597939347025	0.0038497080057550404
Cytoplasm_AreaShape_MeanRadius	0.002600751101394567	0.009255193952883123	0.008353510694916222	0.006736485249731303
Cells_Texture_Correlation_DAPI_3_01_256	0.0025751331307817286	0.0004656927871813143	0.0028300830790246277	0.001956969665662557
Nuclei_Texture_InverseDifferenceMoment_RFP_3_03_256	0.0025065111078004638	0.0001848276778363405	0.0015423212402862886	0.001411220008641031
Nuclei_RadialDistribution_MeanFrac_GFP_3of4	0.0025064717605263456	0.0010213592877140814	0.0002885695101001548	0.0012721335194468605
Nuclei_Intensity_MaxIntensity_DAPI	0.0024981420195363917	0.00133306444171399	0.000483534220151029	0.0014382468938004703
Cells_Texture_InfoMeas2_RFP_3_03_256	0.0024969361713831216	4.521212189208512e-05	0.001375387851548967	0.0013058453816080578
Cytoplasm_Correlation_RWC_DAPI_GFP	0.002458916869266255	0.009791745519366665	0.011331080256642508	0.007860580881758476
Cells_Texture_Correlation_RFP_3_03_256	0.0024545180362343234	0.002335374289381145	0.001512635452806756	0.002100842592807408
Cytoplasm_AreaShape_MinorAxisLength	0.0024536478529378	0.004072961757502582	0.0032374938981434708	0.003254701169527951
Nuclei_AreaShape_Zernike_5_1	0.0024435341392810756	0.0016339335046194987	0.0016433474132831994	0.0019069383523945913
Cytoplasm_Intensity_MaxIntensityEdge_RFP	0.0024263171101771737	0.0018393592798158556	0.0016791078800587084	0.0019815947566839127
Nuclei_AreaShape_Compactness	0.002404706703524771	0.0005356276002782238	0.001741782613586991	0.0015607056391299951
Cells_RadialDistribution_FracAtD_GFP_1of4	0.002375186433771679	0.0005396353901415676	0.00016403279153463473	0.0010262848718159605
Cytoplasm_Intensity_LowerQuartileIntensity_RFP	0.0023569137190879155	0.0008812680022385694	0.0007118832406356419	0.0013166883206540423
Cells_RadialDistribution_MeanFrac_RFP_1of4	0.002339716000026652	0.0010503599845329227	0.0005466429267356491	0.0013122396370984079
Nuclei_Texture_InfoMeas1_RFP_3_02_256	0.002330776300392759	0.0026530216405398293	0.0013440710562849711	0.0021092896657391867
Nuclei_Correlation_RWC_CY5_DAPI	0.0023230526464045552	0.00018468348459909107	0.0005388072371131392	0.0010155144560389285
Cytoplasm_Texture_DifferenceEntropy_RFP_3_03_256	0.0023218548264814474	0.0060637019266418825	0.003944122338436823	0.004109893030520051
Nuclei_Correlation_Overlap_GFP_RFP	0.002312549741050297	0.0006954152003439903	0.0024750454196907352	0.0018276701203616744
Cells_RadialDistribution_MeanFrac_CY5_2of4	0.0023124273472996085	0.0006240954049794203	0.0006014023744810231	0.001179308375586684
Nuclei_Intensity_StdIntensityEdge_DAPI	0.0023030426819871863	0.002674805383770545	0.0004735540908374384	0.0018171340521983897
Cytoplasm_Intensity_IntegratedIntensity_GFP	0.0022774244987956455	0.004123315917233584	0.0012067693739242055	0.0025358365966511452
Cytoplasm_Intensity_LowerQuartileIntensity_DAPI	0.002239286487567154	0.00014833517096438805	9.563316082027791e-05	0.0008277516064506066
Nuclei_Texture_DifferenceEntropy_RFP_3_02_256	0.0022276154526602965	0.001595057557393876	0.0008621110222105214	0.0015615946774215645
Cells_Texture_InfoMeas1_RFP_3_02_256	0.0022014907337965404	0.0014542691696607549	0.00020789792600518246	0.0012878859431541593
Cells_Intensity_MaxIntensity_RFP	0.002197950492588677	0.0002014325517054322	0.000693544568945169	0.0010309758710797595
Cells_Intensity_MeanIntensityEdge_RFP	0.0021972696275199825	0.001003492306697863	0.0013853762946431283	0.0015287127429536578
Nuclei_AreaShape_FormFactor	0.0021703662637249112	0.00067662672888369	0.0034446727217191603	0.0020972219047759207
Cells_AreaShape_Zernike_1_1	0.0021582795858614994	0.0016301220078913732	0.0012715349093662522	0.0016866455010397083
Cells_Intensity_IntegratedIntensityEdge_DAPI	0.0021248180513071665	0.0013048772877103793	0.003281339169851113	0.0022370115029562193
Cells_RadialDistribution_FracAtD_RFP_2of4	0.0021198866868295534	0.003715539428270553	0.002304720709519485	0.002713382274873197
Cytoplasm_Intensity_MADIntensity_DAPI	0.0021159198615317873	0.0018604053067918388	0.000856272267543331	0.0016108658119556524
Nuclei_RadialDistribution_FracAtD_RFP_2of4	0.0020695950152315383	0.0019391632515211085	0.00030175804564721925	0.0014368387707999555
Cells_Correlation_Overlap_DAPI_GFP	0.002065820097295711	0.0009989447633691854	0.0005167902736673399	0.001193851711444079
Cells_Correlation_RWC_DAPI_CY5	0.002053555152778139	0.0041669780509338596	0.0011661345902271832	0.0024622225979797274
Cytoplasm_RadialDistribution_RadialCV_CY5_4of4	0.0020383079616804493	0.0006654265239406163	0.0013618811199447402	0.0013552052018552686
Nuclei_Correlation_RWC_CY5_RFP	0.0020208080906761344	0.001148065303465681	0.00030718594838303906	0.001158686447508285
Cytoplasm_Texture_Correlation_DAPI_3_00_256	0.0020169771816403166	0.0002772563266076085	0.0017386508034811202	0.0013442947705763486
Cytoplasm_RadialDistribution_FracAtD_GFP_1of4	0.002015990858420887	0.0008724297597583054	0.0001129105463286602	0.0010004437215026176
Nuclei_Texture_InverseDifferenceMoment_RFP_3_02_256	0.0019978564653749865	0.0008036872025929438	0.0009629034690414912	0.0012548157123364737
Cells_RadialDistribution_MeanFrac_RFP_3of4	0.001986761971488085	0.001073462270440381	0.00011033852948578451	0.0010568542571380835
Nuclei_AreaShape_Zernike_1_1	0.001962894825392723	0.001294048516955943	0.0017998982571051903	0.0016856138664846185
Nuclei_Texture_InfoMeas2_RFP_3_00_256	0.0019526831348089468	0.0004273516701715309	0.0006022369330967329	0.0009940905793590703
Nuclei_RadialDistribution_MeanFrac_RFP_2of4	0.0019092502767734788	0.000868788985964553	0.0006112559680671873	0.0011297650769350731
Nuclei_Correlation_Overlap_CY5_DAPI	0.001870146845321248	0.0012636052969190084	0.0016417769234447852	0.0015918430218950137
Nuclei_AreaShape_Zernike_2_2	0.0018658576919204535	0.0005225982622812453	0.001683048470664987	0.0013571681416222284
Nuclei_RadialDistribution_RadialCV_CY5_1of4	0.0018656165984580922	0.0006857877071358269	0.00036524242694256024	0.0009722155775121599
Cells_RadialDistribution_RadialCV_RFP_3of4	0.0018575423615263106	8.724121276963398e-05	0.0011663314183179127	0.0010370383308712858
Cytoplasm_Texture_Contrast_RFP_3_03_256	0.0018495612020286688	0.0015844146794607114	0.0004150590493617762	0.0012830116436170521
Nuclei_Texture_Correlation_GFP_3_00_256	0.0018419018152758526	0.0023157959731928495	0.005239625242394297	0.0031324410102876662
Nuclei_Correlation_Overlap_DAPI_RFP	0.0018341757988825204	0.0022807657266711574	0.0001631239221269125	0.00142602181589353
Nuclei_AreaShape_Zernike_2_0	0.0018224958773261422	0.0013903444076770516	0.0015589287244978432	0.0015905896698336789
Cytoplasm_AreaShape_BoundingBoxArea	0.001789967340155581	0.0005458137877213963	0.0020611618619467416	0.001465647663274573
Nuclei_Texture_DifferenceEntropy_RFP_3_00_256	0.001783661121664746	0.0007802149778361494	0.004257587771343438	0.002273821290281445
Nuclei_Texture_Contrast_DAPI_3_02_256	0.001747676081359	0.00035918464898748736	0.00048515541843112766	0.0008640053829258716
Nuclei_Correlation_Overlap_DAPI_GFP	0.0017447686644387556	0.004506051639878143	0.003508416903381591	0.0032530790692328303
Cytoplasm_AreaShape_Extent	0.0017416022743604865	0.0008737873170651003	3.9029207582546796e-05	0.0008848062663360445
Cytoplasm_RadialDistribution_RadialCV_DAPI_4of4	0.0017278320313328691	0.0003950596130744764	0.0012051541009888483	0.0011093485817987314
Cytoplasm_Texture_InfoMeas1_GFP_3_03_256	0.001722067590531472	0.002991181047693543	0.0030054906992776553	0.00257291311250089
Cytoplasm_Intensity_MeanIntensityEdge_GFP	0.00172076015874976	0.0031111388362291366	0.004813806400647887	0.003215235131875594
Cells_Intensity_StdIntensityEdge_GFP	0.0017132463975645803	0.00219140980784894	0.003033955015000591	0.002312870406804704
Cytoplasm_Correlation_Correlation_DAPI_GFP	0.001696863638647231	1.1921363524394836e-05	0.0007631485759257767	0.0008239778593658009
Cells_Intensity_MADIntensity_CY5	0.0016920615165833543	0.0006556593022535817	6.395406428204295e-05	0.0008038916277063263
Cells_RadialDistribution_FracAtD_CY5_1of4	0.001673996402259971	7.016931780877665e-05	0.001564122918460843	0.0011027628795098636
Cytoplasm_RadialDistribution_FracAtD_DAPI_3of4	0.0016738591391158382	4.717271682589096e-05	0.0001629477366367431	0.0006279931975261574
Cytoplasm_Texture_Contrast_DAPI_3_00_256	0.0016651005237574893	0.0019268549546280437	0.0007445019375569096	0.0014454858053141474
Cytoplasm_Intensity_MedianIntensity_GFP	0.0016457762552678596	0.0038061130846889267	0.004087061890544647	0.0031796504101671446
Cells_Correlation_K_GFP_RFP	0.0016395475047981968	0.0076963782777976315	0.007314262381921053	0.0055500627215056275
Cytoplasm_Texture_DifferenceEntropy_RFP_3_01_256	0.0016299204433425588	0.005881033340196797	0.006319856313352446	0.004610270032297268
Cells_RadialDistribution_MeanFrac_DAPI_4of4	0.001620460376073203	0.0009345117381071188	0.003683340830394699	0.0020794376481916735
Nuclei_RadialDistribution_MeanFrac_DAPI_3of4	0.0016164087146000997	0.0026250260731363623	0.00013334159715439777	0.0014582587949636197
Cytoplasm_Correlation_Manders_RFP_DAPI	0.001613979085458972	0.0023609253812764738	0.00040712986969019356	0.0014606781121418797
Cells_AreaShape_Zernike_6_2	0.0015830845392803001	0.00012099365211869791	0.00017556681249537704	0.0006265483346314583
Cells_Texture_InfoMeas1_GFP_3_02_256	0.0015825774184920574	0.0032032526523972688	0.00014406899768810565	0.0016432996895258106
Cytoplasm_RadialDistribution_MeanFrac_RFP_3of4	0.0015709890577818497	0.0013323734433750838	0.0006939964506580367	0.00119911965060499
Cells_Texture_Correlation_GFP_3_02_256	0.001559698610015423	0.00543131983382261	0.005963137904730116	0.004318052116189383
Nuclei_Correlation_Overlap_CY5_GFP	0.0015452829247870439	0.0007211677095313932	0.00022558152095892157	0.0008306773850924529
Nuclei_RadialDistribution_MeanFrac_CY5_1of4	0.0015383124964668316	0.001884819847489086	0.0004892608823464906	0.0013041310754341362
Cells_RadialDistribution_RadialCV_CY5_2of4	0.001534462588183058	0.00042858543153697964	0.0006152927235993932	0.0008594469144398102
Cytoplasm_Intensity_MADIntensity_RFP	0.0015128742699628689	0.0006932512036926914	0.0010687990031577105	0.0010916414922710902
Cells_RadialDistribution_MeanFrac_DAPI_3of4	0.0014912230393059507	0.0007198141557044871	0.0016909140879370573	0.001300650427649165
Cytoplasm_Texture_InverseDifferenceMoment_RFP_3_02_256	0.0014904430333014837	0.003490708106253809	0.0028905244443276482	0.0026238918612943134
Cells_Intensity_MaxIntensityEdge_GFP	0.001488122380574338	0.0019332591633487992	0.002379664841864225	0.0019336821285957876
Cells_Correlation_K_DAPI_RFP	0.0014742589163369208	0.00479964488202755	0.0014350677535019134	0.0025696571839554615
Cytoplasm_RadialDistribution_RadialCV_GFP_4of4	0.0014607033604361209	4.5946537749768234e-05	0.0006934414578323546	0.0007333637853394146
Cells_Correlation_K_RFP_DAPI	0.001460178860903474	0.0022349784723462974	0.0008737704559095943	0.0015229759297197885
Cytoplasm_Intensity_MedianIntensity_CY5	0.0014493403102354904	0.0007821603544430263	0.002110358580106004	0.0014472864149281735
Cells_RadialDistribution_RadialCV_CY5_4of4	0.00144437372157811	0.0017815045916289725	0.001929783893271938	0.0017185540688263402
Cytoplasm_Texture_Contrast_DAPI_3_02_256	0.0014393228996745886	0.002188441120400291	0.00018659037841136535	0.0012714514661620816
Nuclei_Intensity_MADIntensity_GFP	0.0014366187497883748	0.0026181233683027325	0.0029993121987429232	0.002351351438944677
Nuclei_RadialDistribution_MeanFrac_RFP_4of4	0.0014295114006240269	0.0019439244644787437	0.0017802396648978623	0.0017178918433335445
Cytoplasm_RadialDistribution_RadialCV_GFP_2of4	0.001410865260306608	0.0003135558574472211	0.0001327086228922905	0.0006190432468820399
Cytoplasm_RadialDistribution_MeanFrac_CY5_3of4	0.001409622070714957	0.00013961484583279303	0.0002177364597120366	0.0005889911254199289
Cells_Intensity_StdIntensityEdge_RFP	0.0013854299788384854	0.003179222689132274	0.002458110245794186	0.002340920971254982
Nuclei_Intensity_MassDisplacement_DAPI	0.0013685559368706538	0.0008643010224797995	0.00022979618405160633	0.0008208843811340199
Nuclei_Intensity_MADIntensity_DAPI	0.0013676991442285412	0.0006578047134695684	0.002349179676836059	0.001458227844844723
Cytoplasm_AreaShape_Zernike_7_1	0.0013628104221033038	0.0006878717887596313	0.0005803871833204621	0.0008770231313944657
Nuclei_RadialDistribution_RadialCV_DAPI_3of4	0.0013582149038302816	0.0005805493475343506	0.0014677395463982455	0.0011355012659209592
Cytoplasm_AreaShape_Zernike_2_2	0.0013570358328363148	0.0012160121527648904	0.0023600226672829414	0.0016443568842947154
Nuclei_Texture_Contrast_RFP_3_00_256	0.0013479342051674879	0.0004602360163067068	0.0006239488548613974	0.0008107063587785308
Cytoplasm_RadialDistribution_MeanFrac_GFP_3of4	0.0013410133562190374	0.0017625751891799711	0.003340246986475211	0.0021479451772914064
Cells_RadialDistribution_RadialCV_DAPI_2of4	0.0013295735141110106	0.00023893759877040063	0.0004443713034526817	0.0006709608054446978
Nuclei_Granularity_1_RFP	0.0013226245335899733	0.00041294269986688056	0.0003562025387686176	0.0006972565907418238
Cytoplasm_RadialDistribution_FracAtD_RFP_4of4	0.0013219315418282224	0.0002311338735225654	0.001515500461619704	0.0010228552923234973
Cells_AreaShape_Zernike_4_2	0.0013170054100565532	0.0013968050237246033	0.0025500644853389794	0.0017546249730400452
Cytoplasm_Correlation_Overlap_DAPI_GFP	0.0013114288842379996	0.0013230757704423316	0.0011422068491057388	0.0012589038345953566
Cytoplasm_Intensity_StdIntensity_DAPI	0.0013109954656825636	0.0019489999987375702	0.005859416071337829	0.0030398038452526545
Nuclei_Intensity_StdIntensityEdge_GFP	0.0012994896461944652	0.002423745822523048	0.0006999218421462758	0.0014743857702879297
Cells_RadialDistribution_FracAtD_RFP_3of4	0.0012985745657865077	0.0019960420064448967	0.002387194379499391	0.0018939369839102653
